,shap_importance
debt_equity,0.037034000103020596
fcf,0.03550561735504959
current_ratio,0.019490081528635995
eps_surprise_pct,0.016590420891991607
debt_to_ebitda,0.01424697709969672
insider_net_shares_90d,0.006480440266433162
insider_sell_ratio,0.005772894099150804
total_debt_yoy_growth,0.005574471714050706
interest_coverage,0.0046945601293677305
eps_revision,0.0038932660662716646
debt_ebitda_high,0.003547653321519616
liquidity_risk,0.002257206941429839
debt_equity_high,0.0012011316081325634
revenue_decline,0.0011033870056560012
insider_selling,0.0008533800796889938
low_coverage,0.0006488465459988931
debt_growth_high,0.0005253180432888823
eps_miss,0.0004236088679666312
consecutive_losses,0.0004192268193396933
fcf_negative,4.091343046860901e-05
