,shap_importance
debt_equity,0.03911437345244389
debt_to_ebitda,0.03532039535544976
insider_net_shares_90d,0.017984746840340245
eps_surprise_pct,0.017924042983542676
fcf,0.016418095123464725
current_ratio,0.015126295411943077
interest_coverage,0.008553782142788737
eps_revision,0.008330960025001591
insider_sell_ratio,0.0047242022514698105
total_debt_yoy_growth,0.0037304302354098902
debt_ebitda_high,0.0029616657596566935
revenue_decline,0.0015153925406726164
liquidity_risk,0.0012211027977114982
insider_selling,0.0009758964173304796
debt_equity_high,0.0008191248273955779
debt_growth_high,0.0007763208567210293
low_coverage,0.0007215440746859561
eps_miss,0.0005262646110750736
consecutive_losses,0.00042668296592097114
fcf_negative,0.000382965889068288
