,shap_importance
debt_to_ebitda,0.05561301229789714
current_ratio,0.01941652443291951
eps_revision,0.014327436964703648
eps_surprise_pct,0.011294199329820231
interest_coverage,0.011224147962040599
debt_equity,0.007359979169701512
total_debt_yoy_growth,0.007025969685905289
debt_ebitda_high,0.0060057732316532615
insider_sell_ratio,0.0043859788465612564
revenue_decline,0.003402160199085257
liquidity_risk,0.0019102245767862358
low_coverage,0.0017826335242611176
consecutive_losses,0.00154105702316095
debt_equity_high,0.0013961088709061858
debt_growth_high,0.0013152250139850284
eps_miss,0.0009447281703062368
insider_net_shares_90d,0.00022329855692058582
insider_selling,4.366129442536952e-05
fcf_negative,0.0
