,shap_importance
debt_to_ebitda,0.036881915618843755
debt_equity,0.024018846487691464
current_ratio,0.01964818239892172
interest_coverage,0.017258068919891366
total_debt_yoy_growth,0.013791391482508707
eps_surprise_pct,0.012450527380890232
eps_revision,0.004879180062228474
revenue_decline,0.004578175458066054
liquidity_risk,0.0035793420690582657
debt_ebitda_high,0.0019375052799439252
debt_growth_high,0.0014104434136536725
debt_equity_high,0.0008292971474431561
eps_miss,0.0006399686506435507
low_coverage,0.00036037694806443114
consecutive_losses,0.00022961646374482092
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
