,shap_importance
eps_surprise_pct,0.05245498571696076
interest_coverage,0.02096505809928446
total_debt_yoy_growth,0.019085788534646875
debt_to_ebitda,0.01899064958439781
debt_equity,0.012128858151985104
eps_revision,0.011865268916226593
current_ratio,0.010688240069999999
revenue_decline,0.004001449231446788
debt_ebitda_high,0.0038862084642045554
debt_growth_high,0.002325274672682595
liquidity_risk,0.002091203394843884
eps_miss,0.0012097943516784135
debt_equity_high,0.0009386174387007461
low_coverage,0.0004693678700566904
consecutive_losses,0.00021452535868668837
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
