,shap_importance
debt_to_ebitda,0.11109631870089695
eps_surprise_pct,0.02759771131645621
current_ratio,0.020368324499419187
debt_equity,0.018809226232614037
eps_revision,0.013236100427750036
interest_coverage,0.010036189106031858
total_debt_yoy_growth,0.0058811307461764965
liquidity_risk,0.0036582235691485737
debt_ebitda_high,0.0036477959813264876
revenue_decline,0.003520602609674963
eps_miss,0.002048247860316919
low_coverage,0.0010033159899667096
consecutive_losses,0.0009676770654837079
debt_growth_high,0.0007880230631070238
debt_equity_high,0.0006592803661165788
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
