,shap_importance
debt_to_ebitda,0.05832383948525457
current_ratio,0.04387080714273647
interest_coverage,0.025937177656419917
total_debt_yoy_growth,0.02066892664683777
liquidity_risk,0.011178367443240331
debt_equity,0.010082108657002575
debt_ebitda_high,0.0067191522724486365
eps_surprise_pct,0.005778871702488716
revenue_decline,0.003949505749017621
debt_growth_high,0.0031678952560102564
low_coverage,0.0022267866918407025
debt_equity_high,0.0010784491633770569
consecutive_losses,0.0007792399677605821
eps_miss,0.00037257577365882937
insider_sell_ratio,0.0
insider_net_shares_90d,0.0
fcf_negative,0.0
insider_selling,0.0
