,shap_importance
debt_to_ebitda,0.0862746946295247
eps_surprise_pct,0.03206533147310971
current_ratio,0.016366476976735888
interest_coverage,0.01243971915173002
eps_revision,0.011297561072028017
debt_equity,0.006754661224186188
debt_ebitda_high,0.005879269826428534
total_debt_yoy_growth,0.005064105491987512
revenue_decline,0.003737344455177518
liquidity_risk,0.002924910061662925
consecutive_losses,0.002569570695792873
low_coverage,0.001845690060069014
debt_equity_high,0.0014359121544614006
debt_growth_high,0.001254637102834159
eps_miss,0.0005301936496479137
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
