,shap_importance
debt_to_ebitda,0.029717367579909896
eps_surprise_pct,0.021816208486898307
debt_equity,0.019505108565116763
insider_net_shares_90d,0.0133259604212601
current_ratio,0.010370595800453684
total_debt_yoy_growth,0.009840248205334308
eps_revision,0.009252402818008175
fcf,0.008390139258105674
interest_coverage,0.006107278957358161
insider_sell_ratio,0.004711636847683641
revenue_decline,0.004584847067322832
liquidity_risk,0.0029022155262216857
debt_ebitda_high,0.0017129707131994453
eps_miss,0.001608910805829048
insider_selling,0.0009230094732387917
debt_growth_high,0.0008701998487313134
low_coverage,0.00034572828442764827
fcf_negative,0.0003105241277241069
consecutive_losses,0.000262905100479888
debt_equity_high,0.00024491133847862555
