,importance
current_ratio,0.20488024260948223
total_debt_yoy_growth,0.1967868089291479
debt_equity,0.17247465078393265
interest_coverage,0.16666457969481038
debt_to_ebitda,0.1355877931473239
liquidity_risk,0.033235834847402654
debt_growth_high,0.021049568457222258
revenue_decline,0.019956291544875642
debt_ebitda_high,0.015201417696589543
low_coverage,0.012527233638157937
consecutive_losses,0.011329951834324671
debt_equity_high,0.010305626816730182
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
eps_miss,0.0
