,shap_importance
debt_to_ebitda,0.05972681378968215
interest_coverage,0.030932084507937992
debt_equity,0.030469265427882312
eps_surprise_pct,0.02939372946528799
current_ratio,0.015512466938334104
insider_net_shares_90d,0.008813261403269894
eps_revision,0.007923262334940173
total_debt_yoy_growth,0.007200142803188944
revenue_decline,0.004695849778069554
insider_sell_ratio,0.0021865763070578192
liquidity_risk,0.0016582270167447711
debt_ebitda_high,0.0015206610772086654
low_coverage,0.0007907137518021011
insider_selling,0.0006671091061787384
debt_growth_high,0.0006296691085205754
eps_miss,0.0006057179023206723
consecutive_losses,0.0005000169671842179
debt_equity_high,0.0003054329610420671
fcf_negative,0.0
