,shap_importance
debt_to_ebitda,0.045555975547597466
eps_surprise_pct,0.045531938142543554
debt_equity,0.025305589519220746
interest_coverage,0.01945296279969788
eps_revision,0.017758620205567593
total_debt_yoy_growth,0.012811156575674398
revenue_decline,0.011392499107060408
current_ratio,0.011094998859271983
insider_net_shares_90d,0.006489661581423477
debt_ebitda_high,0.003765849698669076
liquidity_risk,0.0026338202711866897
low_coverage,0.0014016828305309364
debt_growth_high,0.0011393811887608382
eps_miss,0.0009972522032153585
insider_sell_ratio,0.0008567286199047418
consecutive_losses,0.00042901255235831283
insider_selling,0.0003390243145425243
debt_equity_high,0.00023441219293093114
fcf_negative,0.0
