,shap_importance
debt_to_ebitda,0.06356395430679564
eps_surprise_pct,0.03174566714757308
interest_coverage,0.016006151496130886
current_ratio,0.012095244147139264
eps_revision,0.008807997848792735
total_debt_yoy_growth,0.007568265922610856
revenue_decline,0.007566453366306659
debt_equity,0.006329477331415545
debt_ebitda_high,0.004235334995607302
liquidity_risk,0.0034726055002938057
debt_growth_high,0.001118103273379382
low_coverage,0.0008321231293051039
consecutive_losses,0.0006946361556055159
eps_miss,0.000526858910751365
debt_equity_high,0.0004825089153152162
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
