,shap_importance
debt_to_ebitda,0.06688825196683601
debt_equity,0.0304413530412638
current_ratio,0.016007809252620873
insider_net_shares_90d,0.01218159168504878
interest_coverage,0.01095678619956379
eps_surprise_pct,0.009954703483442703
eps_revision,0.008628795125600943
total_debt_yoy_growth,0.007861973828096738
debt_ebitda_high,0.0059197286345473435
insider_sell_ratio,0.00419973046434882
liquidity_risk,0.0028799257586792125
debt_growth_high,0.0020305204845044015
revenue_decline,0.0012198634220920664
debt_equity_high,0.0009219105890153161
insider_selling,0.0008625178558633517
consecutive_losses,0.0008490123078079017
low_coverage,0.0007958613198145712
eps_miss,0.0007696642904280611
fcf,0.0
fcf_negative,0.0
