,shap_importance
debt_to_ebitda,0.05174216539012857
debt_equity,0.02347091160670911
current_ratio,0.022097352321487972
eps_surprise_pct,0.018192828657962904
interest_coverage,0.01546491914126468
eps_revision,0.015055504848625811
total_debt_yoy_growth,0.007191353887000456
revenue_decline,0.006057704570329392
insider_net_shares_90d,0.005434226640221292
liquidity_risk,0.005321409753855208
debt_ebitda_high,0.0034719734690139494
insider_sell_ratio,0.0013498272841156746
insider_selling,0.0008274361479022535
debt_growth_high,0.0006687160921955792
consecutive_losses,0.0006298712565447838
low_coverage,0.0005629723587843768
debt_equity_high,0.0005554271213501647
eps_miss,0.000330266531307969
fcf,0.0
fcf_negative,0.0
