,shap_importance
debt_to_ebitda,0.01971011037795791
debt_equity,0.016542508554132928
eps_surprise_pct,0.012912693746943562
total_debt_yoy_growth,0.012321185966197063
current_ratio,0.010358047766226761
insider_net_shares_90d,0.006394896363975035
interest_coverage,0.0031682201763229933
fcf,0.0030782892549162306
insider_selling,0.0028492273382411735
eps_revision,0.0026426286648793262
debt_ebitda_high,0.0021836679937345255
revenue_decline,0.001696026342717918
insider_sell_ratio,0.00167640256897996
debt_growth_high,0.000686181465320768
liquidity_risk,0.0006583033265215939
consecutive_losses,0.0005748608520181282
low_coverage,0.0003878760002709321
fcf_negative,0.0002454335254995613
debt_equity_high,0.00020883179353284843
eps_miss,0.0001813740386900738
