,shap_importance
interest_coverage,0.03877224026672805
total_debt_yoy_growth,0.02232021168111859
current_ratio,0.013462610883962502
debt_equity,0.011796406581205378
debt_to_ebitda,0.00888224718418481
liquidity_risk,0.005913306312357231
debt_ebitda_high,0.003026788209028777
debt_growth_high,0.0021772758230872275
debt_equity_high,0.0018510494253287432
low_coverage,0.0018074734264210733
revenue_decline,0.0008613574362347132
consecutive_losses,0.0006115816502840878
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
eps_miss,0.0
