,shap_importance
fcf,0.048862502623524165
debt_to_ebitda,0.04559215764381927
debt_equity,0.039472548212662925
eps_surprise_pct,0.019172090327372902
current_ratio,0.018303744495971105
total_debt_yoy_growth,0.008881768743777954
insider_net_shares_90d,0.008654938604091146
eps_revision,0.008177444607952727
insider_sell_ratio,0.005651221855668285
interest_coverage,0.004805689788071727
debt_ebitda_high,0.0032542815481100638
revenue_decline,0.001777427621886197
liquidity_risk,0.0016160050304203741
insider_selling,0.0011663715383935375
eps_miss,0.0011577678975909788
consecutive_losses,0.0007305209284375714
debt_equity_high,0.000534462916889545
debt_growth_high,0.00043045506514931373
low_coverage,0.00029082747724733455
fcf_negative,0.00010963423304430014
