,shap_importance
fcf,0.031545139564116496
debt_to_ebitda,0.029355464947317448
eps_surprise_pct,0.02114244586720181
insider_net_shares_90d,0.021039451699172554
debt_equity,0.017600929947762002
current_ratio,0.01727928872045821
interest_coverage,0.007599905292169934
eps_revision,0.00609551568934807
insider_sell_ratio,0.004982030346850534
total_debt_yoy_growth,0.003784250970420053
debt_ebitda_high,0.001877412174657133
eps_miss,0.001320644839745497
revenue_decline,0.0011215109049103542
insider_selling,0.0009302262699780528
low_coverage,0.0007229389568186332
debt_growth_high,0.0007051315086634913
liquidity_risk,0.0006753833806964256
debt_equity_high,0.0005322624603371344
consecutive_losses,0.00044742560741483815
fcf_negative,0.00011444945464893547
