,shap_importance
interest_coverage,0.034243931421482895
current_ratio,0.02451029624553285
total_debt_yoy_growth,0.019616873052882365
debt_to_ebitda,0.014081398977950741
debt_equity,0.009816605748967911
liquidity_risk,0.005561527562874972
debt_ebitda_high,0.005395860101480739
revenue_decline,0.004826230801425081
debt_growth_high,0.0022566515337873205
low_coverage,0.0009403222390923911
debt_equity_high,0.0007656743009664127
consecutive_losses,0.0002227534348915961
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
eps_miss,0.0
