,shap_importance
debt_to_ebitda,0.07015071334385002
current_ratio,0.018315414059458596
interest_coverage,0.014152274086289487
debt_equity,0.011270812638699374
eps_revision,0.007396604432045595
eps_surprise_pct,0.006445212235861702
revenue_decline,0.005804169075841354
total_debt_yoy_growth,0.0036792988348855822
liquidity_risk,0.0027649846477941584
debt_ebitda_high,0.0021283555133520937
insider_sell_ratio,0.0017862227859472655
debt_growth_high,0.0013088916721303628
consecutive_losses,0.000926935513475054
eps_miss,0.0005219261342075363
low_coverage,0.0005118294474635305
debt_equity_high,0.0004010344809790819
insider_net_shares_90d,0.00018641270450507285
insider_selling,2.2578031692482256e-05
fcf_negative,0.0
