,shap_importance
debt_to_ebitda,0.0438630795278272
current_ratio,0.023018088636471746
eps_surprise_pct,0.02013927876482744
interest_coverage,0.014521819428756823
eps_revision,0.013150229510216603
debt_equity,0.010284865454332128
total_debt_yoy_growth,0.006651368245047147
debt_ebitda_high,0.005250556962402556
liquidity_risk,0.003502464696873128
debt_growth_high,0.0028421847369189007
revenue_decline,0.0014062817808678436
eps_miss,0.0009166980419565915
low_coverage,0.0007720849476669853
consecutive_losses,0.0005282780573833347
debt_equity_high,0.0005039027277325836
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
