,shap_importance
eps_surprise_pct,0.040093648147409684
debt_to_ebitda,0.024602929124453828
current_ratio,0.022233581897023895
debt_equity,0.010178786879285553
interest_coverage,0.00934653927296329
eps_revision,0.006651226780748669
total_debt_yoy_growth,0.005846090940569943
debt_ebitda_high,0.004869481581592478
liquidity_risk,0.003518337319406407
debt_growth_high,0.0022327000270407306
revenue_decline,0.0016241500403012166
debt_equity_high,0.0010380886007934646
consecutive_losses,0.0009033158599294469
low_coverage,0.0005378918508953048
eps_miss,0.0004865703195459435
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
