,shap_importance
fcf,0.034758816348514694
debt_to_ebitda,0.02829933085989072
debt_equity,0.027873658388683623
insider_net_shares_90d,0.023159867785982446
current_ratio,0.01985142836092336
insider_sell_ratio,0.01173479027420659
eps_revision,0.01161827755777328
eps_surprise_pct,0.010617095905913152
total_debt_yoy_growth,0.007979191037344693
interest_coverage,0.005826733956084014
debt_ebitda_high,0.003718967939655762
insider_selling,0.0034348918238293878
revenue_decline,0.003026829454005628
debt_equity_high,0.0010348242140469257
liquidity_risk,0.0009748158644677205
low_coverage,0.0008994184851319526
debt_growth_high,0.0005350711079648114
fcf_negative,0.00046518143619894557
eps_miss,0.0004571418846388297
consecutive_losses,0.00010823193093115637
