,shap_importance
debt_to_ebitda,0.035290314326217626
eps_surprise_pct,0.02375714768544828
current_ratio,0.02322651329398303
fcf,0.02166885510092793
debt_equity,0.016032005201239045
insider_net_shares_90d,0.011825208315968654
interest_coverage,0.006785819594019119
total_debt_yoy_growth,0.0066140038629594645
eps_revision,0.0065355290756094675
revenue_decline,0.0038861839714894437
insider_sell_ratio,0.00372247066132204
debt_ebitda_high,0.0012011489704251816
insider_selling,0.0011969660850262727
liquidity_risk,0.00112759217212325
debt_equity_high,0.000485892173207339
consecutive_losses,0.0004625453243624278
low_coverage,0.000411865855631598
debt_growth_high,0.000310333600337832
eps_miss,0.00024219101520986283
fcf_negative,0.00010850995920808636
