,shap_importance
debt_to_ebitda,0.09151610360270776
eps_surprise_pct,0.05233274919055989
eps_revision,0.03452693357303948
debt_equity,0.017795399128266245
current_ratio,0.015089716802822815
interest_coverage,0.013440350575953122
debt_ebitda_high,0.011528148090175936
total_debt_yoy_growth,0.007933405880540168
liquidity_risk,0.0034476269459048107
revenue_decline,0.0024562082277754887
low_coverage,0.0021203534398178746
debt_growth_high,0.0018619255787836297
consecutive_losses,0.0015576974446891672
eps_miss,0.0009735364030699703
debt_equity_high,0.00045187139216681173
insider_net_shares_90d,0.0
insider_sell_ratio,0.0
fcf_negative,0.0
insider_selling,0.0
