,importance
volatility_60d,0.1811049465801475
momentum_6m,0.12081954152342687
momentum_3m,0.08799481613268768
volatility_60d__pct_universe,0.08700712219971032
price_vs_52w_high,0.05283489335717458
momentum_6m__pct_universe,0.0451451529050032
vol_ratio_20_50,0.04463904517315366
momentum_3m__pct_universe,0.03589407952356837
rule_confidence,0.032288892305281446
rsi_28,0.03099632502596741
volatility_60d__pct_sector,0.030300962017123106
rsi_14,0.03014597807002092
vol_ratio_20_50__pct_universe,0.028500660303400642
price_vs_52w_high__pct_universe,0.027090939586791405
rsi_28__pct_universe,0.025749317748554698
momentum_6m__pct_sector,0.023312917940535097
rsi_14__pct_universe,0.023095691511708243
momentum_3m__pct_sector,0.021125487418741977
price_vs_52w_high__pct_sector,0.021027532841042678
vol_ratio_20_50__pct_sector,0.020362026882704495
rsi_14__pct_sector,0.016115297209400224
rsi_28__pct_sector,0.014448373743855512
