,importance
revenue_decline,1.1092120197172965
revenue_decline__pct_universe,0.9934771791197567
insider_net_ratio_90d__pct_sector,0.10399471688754379
current_ratio__pct_sector,0.09497518946841609
interest_coverage__pct_universe,0.07881000600028143
current_ratio__pct_universe,0.07681281558267114
revenue_decline__pct_sector,0.07369381959657968
total_debt_yoy_growth__pct_sector,0.07065284766901946
interest_coverage__pct_sector,0.06877135658941008
total_debt_yoy_growth__pct_universe,0.056552163500938654
consecutive_losses,0.052823220374920085
debt_equity__pct_sector,0.04992919317653223
insider_sell_ratio__pct_sector,0.0447385600383877
current_ratio,0.04368510845203074
fcf_margin__pct_sector,0.0419494791294997
debt_to_ebitda__pct_sector,0.03626954295113436
debt_equity__pct_universe,0.030286826283253247
rule_confidence,0.030145463631381257
consecutive_losses__pct_sector,0.026276373025299987
total_debt_yoy_growth,0.020953714945284738
debt_to_ebitda__pct_universe,0.019928737638367434
insider_sell_ratio,0.018540971965331155
insider_net_ratio_90d,0.018540971965330912
interest_coverage,0.016925744083066314
fcf_margin__pct_universe,0.0135675680859779
insider_sell_ratio__pct_universe,0.013114582671442663
insider_net_ratio_90d__pct_universe,0.012411180329600199
consecutive_losses__pct_universe,0.007626397420681126
fcf_margin,0.005228504051498019
debt_equity,0.004681885346838969
debt_to_ebitda,0.0032252853122997117
