,importance
interest_coverage__pct_universe,0.1929955941547376
interest_coverage,0.10075678067220255
revenue_yoy_growth,0.08381710784585505
revenue_yoy_growth__pct_universe,0.06837369250593213
ebitda_margin,0.06332870664767798
interest_coverage__pct_sector,0.05438960755544031
fcf_margin__pct_universe,0.0535984096232974
debt_equity__pct_universe,0.050423498762659696
rule_confidence,0.04660381969316234
operating_margin,0.03623249337491131
current_ratio,0.031199756290138145
ebitda_margin__pct_universe,0.029338962537429004
current_ratio__pct_universe,0.024424293020250797
piotroski_fscore__pct_universe,0.02154763523742188
current_ratio__pct_sector,0.020156804252111384
debt_equity,0.017118594427921487
operating_margin__pct_universe,0.015150558436851149
roa__pct_universe,0.01453851202095533
fcf_yoy_growth__pct_universe,0.013411407692724678
debt_equity__pct_sector,0.011945730928277158
fcf_yoy_growth__pct_sector,0.010303345441187889
revenue_yoy_growth__pct_sector,0.006253537615911357
fcf_yoy_growth,0.006113043657672401
fcf_margin__pct_sector,0.005937658529502059
fcf_margin,0.005515594731970696
roa,0.005258545997543767
operating_margin__pct_sector,0.0029469002588088183
roa__pct_sector,0.0029457748474606598
ebitda_margin__pct_sector,0.0027103912478692736
piotroski_fscore__pct_sector,0.0026632419921156164
piotroski_fscore,0.0
