,importance
debt_equity__pct_universe,0.07329616294433225
operating_margin,0.06035770536398434
ebitda_margin,0.06009510146639202
ebitda_margin__pct_universe,0.051195559177620656
operating_margin__pct_universe,0.05000918392340388
debt_equity__pct_sector,0.04147646696102189
current_ratio__pct_universe,0.04054228456699241
debt_equity,0.040254040679277715
rule_confidence,0.03988363826316965
current_ratio,0.03769685293106244
revenue_yoy_growth,0.03642419998311851
fcf_margin__pct_universe,0.03342987737631469
ebitda_margin__pct_sector,0.030460215833464886
revenue_yoy_growth__pct_universe,0.027866853676374242
roa__pct_universe,0.02766595735905536
roe,0.02669343284339288
fcf_yoy_growth,0.024888605510205337
roe__pct_universe,0.024605386828659738
fcf_yoy_growth__pct_universe,0.024371292184774736
roa,0.023915283771719732
current_ratio__pct_sector,0.02390329208211376
operating_margin__pct_sector,0.02364257468056992
fcf_margin,0.023629224458309964
piotroski_fscore__pct_sector,0.022237381380618173
piotroski_fscore__pct_universe,0.021662876345940493
fcf_yoy_growth__pct_sector,0.021011956117030807
revenue_yoy_growth__pct_sector,0.020966817555039974
roe__pct_sector,0.020888522056821485
roa__pct_sector,0.01930651614484335
fcf_margin__pct_sector,0.019033083629433036
piotroski_fscore,0.008589653904941697
