ticker,final_score,label,fundamental_score,valuation_score,momentum_score,bear_score,sentiment_score,sector_score,rank,selected,common_score,common_label,score_gap_vs_threshold,score_gap_vs_selected_cutoff,selected_cutoff_score,selected_rank,selection_reason,above_threshold,distance_to_threshold,selected_position
PAYC,0.8787377438586634,0,0.43400488374958446,0.3416277719542288,0.6911910621685448,0.417995026371087,0.47453247933400156,0.8206905047146235,1,True,0.8787377438586634,Outperform,0.3287377438586634,0.1690623450224218,0.7096753988362416,1.0,selected_above_threshold,True,0.3287377438586634,1.0
CNC,0.8539296842312326,1,0.6569615310208522,0.7711297218421592,0.769975056934094,0.60672814292548,0.5165296271261084,0.4465322732554964,2,False,0.8539296842312326,Outperform,0.30392968423123257,0.14425428539499097,0.7096753988362416,,qualified_but_not_selected,True,0.30392968423123257,
HRL,0.8512157977641022,0,0.6066824443673371,0.5611856982996245,0.6483262440139699,0.5826185177745726,0.43566984475490816,0.5767786082542045,3,False,0.8512157977641022,Outperform,0.3012157977641021,0.14154039892786052,0.7096753988362416,,qualified_but_not_selected,True,0.3012157977641021,
BAX,0.8348861564099614,1,0.7185756002599671,0.412086730527634,0.746537136737476,0.5363466546214619,0.5220625187572403,0.4465322732554964,4,False,0.8348861564099614,Outperform,0.2848861564099614,0.1252107575737198,0.7096753988362416,,qualified_but_not_selected,True,0.2848861564099614,
SWK,0.8313872038663555,1,0.7400658481790229,0.41300887200189396,0.517827623876978,0.6002044790575747,0.5119637174608396,0.49075712922997305,5,False,0.8313872038663555,Outperform,0.2813872038663554,0.1217118050301138,0.7096753988362416,,qualified_but_not_selected,True,0.2813872038663554,
EFX,0.829471279592318,0,0.6297220768812037,0.4310763002821479,0.8038888393010813,0.46006286531589224,0.4621005827408789,0.8206905047146235,6,False,0.829471279592318,Outperform,0.279471279592318,0.11979588075607639,0.7096753988362416,,qualified_but_not_selected,True,0.279471279592318,
KDP,0.8266189315233703,1,0.5432974384400305,0.38389044759591345,0.6530810620363302,0.45835631574961344,0.45701146438942575,0.5767786082542045,7,False,0.8266189315233703,Outperform,0.27661893152337025,0.11694353268712865,0.7096753988362416,,qualified_but_not_selected,True,0.27661893152337025,
ALGN,0.8195546275053373,1,0.6622061084827913,0.5885117371460677,0.7038768255592532,0.4506924941638992,0.4929639802075798,0.4465322732554964,8,True,0.8195546275053373,Outperform,0.2695546275053372,0.10987922866909561,0.7096753988362416,3.0,selected_above_threshold,True,0.2695546275053372,8.0
LUV,0.8150584440534263,1,0.7110003428950203,0.46795315618016375,0.46270060963167114,0.5102166312803963,0.5820776049177194,0.5385105179936731,9,True,0.8150584440534263,Outperform,0.26505844405342627,0.10538304521718467,0.7096753988362416,4.0,selected_above_threshold,True,0.26505844405342627,9.0
FFIV,0.8117062208037169,1,0.5889154531569414,0.5782538068516733,0.6817667291660255,0.5730256535882157,0.5771903563109375,0.42382644722554874,10,False,0.8117062208037169,Outperform,0.26170622080371686,0.10203082196747526,0.7096753988362416,,qualified_but_not_selected,True,0.26170622080371686,
MOH,0.8116208660023938,1,0.616635296668802,0.44353921646279987,0.7360547197916089,0.5227986965096454,0.4841235723330521,0.4465322732554964,11,False,0.8116208660023938,Outperform,0.26162086600239376,0.10194546716615216,0.7096753988362416,,qualified_but_not_selected,True,0.26162086600239376,
IP,0.8102882973205828,1,0.6959029959950821,0.6346916975966668,0.6814128714251638,0.4498534886206931,0.4678158376810605,0.4307151187182019,12,False,0.8102882973205828,Outperform,0.2602882973205828,0.10061289848434118,0.7096753988362416,,qualified_but_not_selected,True,0.2602882973205828,
LULU,0.8037844400935753,0,0.5120601581184893,0.6875040808326682,0.775168519304654,0.6399716226195964,0.4958370565849564,0.2601995462145246,13,True,0.8037844400935753,Outperform,0.25378444009357526,0.09410904125733366,0.7096753988362416,5.0,selected_above_threshold,True,0.25378444009357526,13.0
COO,0.7993760850136291,0,0.5984758609127495,0.5944813626718871,0.6022766377050834,0.552047802728742,0.4950517935812158,0.4465322732554964,14,False,0.7993760850136291,Outperform,0.24937608501362907,0.08970068617738747,0.7096753988362416,,qualified_but_not_selected,True,0.24937608501362907,
DOW,0.7966340213071691,1,0.6296898050640163,0.5536704022632442,0.6750456829960838,0.44910585900114075,0.4356432841999496,0.4077777698576424,15,False,0.7966340213071691,Outperform,0.24663402130716905,0.08695862247092745,0.7096753988362416,,qualified_but_not_selected,True,0.24663402130716905,
DXCM,0.7952062065868878,1,0.486449034328385,0.5351670314350142,0.6173776476638614,0.5389698145526824,0.49500815634853507,0.4465322732554964,16,True,0.7952062065868878,Outperform,0.24520620658688774,0.08553080775064614,0.7096753988362416,2.0,selected_above_threshold,True,0.24520620658688774,16.0
LW,0.7939626199730788,1,0.6300161109873686,0.6672149049424495,0.4767779322537266,0.5092185836324422,0.5097485155754563,0.5767786082542045,17,False,0.7939626199730788,Outperform,0.24396261997307878,0.08428722113683718,0.7096753988362416,,qualified_but_not_selected,True,0.24396261997307878,
CAG,0.7938708700501494,0,0.6507363501434041,0.44023137182244804,0.5032055038672473,0.5066096730897572,0.4959107804076192,0.5767786082542045,18,False,0.7938708700501494,Outperform,0.2438708700501494,0.0841954712139078,0.7096753988362416,,qualified_but_not_selected,True,0.2438708700501494,
TAP,0.7935880466258795,1,0.6978688078321146,0.6357728025090316,0.7016808182927758,0.4543931139311226,0.44380170030151883,0.5767786082542045,19,False,0.7935880466258795,Outperform,0.2435880466258794,0.0839126477896378,0.7096753988362416,,qualified_but_not_selected,True,0.2435880466258794,
HUM,0.7932128238793673,1,0.5509909004915104,0.4075224467835147,0.4807821721286562,0.5612831849137165,0.536561119813875,0.4465322732554964,20,False,0.7932128238793673,Outperform,0.24321282387936727,0.08353742504312567,0.7096753988362416,,qualified_but_not_selected,True,0.24321282387936727,
CARR,0.7826060322777878,1,0.6866875834372815,0.38373328576595833,0.6116421987139661,0.5681147828720963,0.5330845667400343,0.42525647685538115,21,False,0.7826060322777878,Outperform,0.23260603227778776,0.07293063344154616,0.7096753988362416,,qualified_but_not_selected,True,0.23260603227778776,
BG,0.7804637931339635,1,0.6730058785549314,0.387336415900668,0.4192991430815368,0.603942805485769,0.5243449913326292,0.5767786082542045,22,False,0.7804637931339635,Outperform,0.23046379313396348,0.07078839429772188,0.7096753988362416,,qualified_but_not_selected,True,0.23046379313396348,
WYNN,0.7803790363731222,0,0.7154421810690168,0.5214699449049072,0.4543215032866759,0.4316743171205365,0.4316894779931944,0.7396114836359065,23,False,0.7803790363731222,Outperform,0.23037903637312218,0.07070363753688058,0.7096753988362416,,qualified_but_not_selected,True,0.23037903637312218,
LYB,0.779149777742123,1,0.5551140208731803,0.38980155669652156,0.6106348622731631,0.5238449580254534,0.4620071172479022,0.4077777698576424,24,False,0.779149777742123,Outperform,0.22914977774212297,0.06947437890588137,0.7096753988362416,,qualified_but_not_selected,True,0.22914977774212297,
IT,0.7771808520081287,0,0.6250604631873413,0.41200435541846786,0.7560285485215736,0.46529520170288907,0.4837272184750871,0.31408905493294453,25,False,0.7771808520081287,Outperform,0.22718085200812865,0.06750545317188705,0.7096753988362416,,qualified_but_not_selected,True,0.22718085200812865,
SNPS,0.7709381522400072,1,0.6574779680518034,0.513089434565263,0.5113494433575764,0.4831873302174914,0.4960634144325628,0.31408905493294453,26,True,0.7709381522400072,Outperform,0.22093815224000712,0.061262753403765524,0.7096753988362416,6.0,selected_above_threshold,True,0.22093815224000712,26.0
STZ,0.7680633951960196,1,0.5213161036136181,0.5807934026293462,0.5944096536806951,0.4586358913637637,0.46774996366952737,0.5767786082542045,27,False,0.7680633951960196,Outperform,0.21806339519601958,0.05838799635977798,0.7096753988362416,,qualified_but_not_selected,True,0.21806339519601958,
ZTS,0.7672229959933381,0,0.4923079831205733,0.537618055767509,0.42916711999473617,0.5237687263066626,0.5157891095198718,0.41676231801689334,28,False,0.7672229959933381,Outperform,0.21722299599333805,0.05754759715709645,0.7096753988362416,,qualified_but_not_selected,True,0.21722299599333805,
PFE,0.7670599918631432,1,0.5484617399351674,0.6102736536143911,0.389816692306092,0.6603265930458228,0.5899909212252195,0.41676231801689334,29,False,0.7670599918631432,Outperform,0.21705999186314318,0.057384593026901576,0.7096753988362416,,qualified_but_not_selected,True,0.21705999186314318,
MCHP,0.7663589353122225,1,0.6994928289340995,0.6106411530905191,0.6088523621002461,0.5106395825180795,0.5045769287795004,0.31408905493294453,30,False,0.7663589353122225,Outperform,0.2163589353122225,0.0566835364759809,0.7096753988362416,,qualified_but_not_selected,True,0.2163589353122225,
