year_quarter,fold,ticker,sector,industry,fundamental_score,valuation_score,momentum_score,bear_score,sentiment_score,final_score,prediction,confidence,selected,rank,selection_reason,portfolio_weight,actual_return,alpha_real,beat_benchmark
2025Q3,2025Q3,ELV,Health Care,Health Care,0.507,0.486,0.593,0.66,0.44,0.843,Outperform,High,False,9,qualified_but_not_selected,,,,
2025Q3,2025Q3,IEX,Machinery,Machinery,0.632,0.619,0.529,0.668,0.642,0.835,Outperform,High,False,10,qualified_but_not_selected,,,,
2025Q3,2025Q3,ODFL,Road & Rail,Road & Rail,0.557,0.506,0.633,0.537,0.521,0.834,Outperform,High,False,11,qualified_but_not_selected,,,,
2025Q3,2025Q3,LULU,"Textiles, Apparel & Luxury Goods","Textiles, Apparel & Luxury Goods",0.511,0.571,0.705,0.52,0.531,0.833,Outperform,High,False,12,qualified_but_not_selected,,,,
2025Q3,2025Q3,GM,Consumer Discretionary,Automobiles,0.509,0.558,0.466,0.568,0.535,0.83,Outperform,High,False,13,qualified_but_not_selected,,,,
2025Q3,2025Q3,CMG,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.491,0.466,0.646,0.464,0.506,0.822,Outperform,High,False,14,qualified_but_not_selected,,,,
2025Q3,2025Q3,BAX,Health Care,Health Care,0.646,0.46,0.585,0.626,0.395,0.822,Outperform,High,False,15,qualified_but_not_selected,,,,
2025Q3,2025Q3,VTRS,Healthcare,Pharmaceuticals,0.727,0.618,0.646,0.643,0.52,0.821,Outperform,High,False,16,qualified_but_not_selected,,,,
2025Q3,2025Q3,LEN,Consumer products,Consumer products,0.631,0.493,0.603,0.661,0.563,0.819,Outperform,High,False,17,qualified_but_not_selected,,,,
2025Q3,2025Q3,LKQ,Distributors,Distributors,0.711,0.506,0.651,0.578,0.51,0.814,Outperform,High,False,19,qualified_but_not_selected,,,,
2025Q3,2025Q3,CHTR,Communication Services,Media,0.471,0.667,0.63,0.452,0.518,0.812,Outperform,High,False,20,qualified_but_not_selected,,,,
2025Q3,2025Q3,NKE,"Textiles, Apparel & Luxury Goods","Textiles, Apparel & Luxury Goods",0.624,0.497,0.557,0.545,0.542,0.807,Outperform,High,False,22,qualified_but_not_selected,,,,
2025Q3,2025Q3,DAL,Airlines,Airlines,0.542,0.456,0.666,0.429,0.517,0.807,Outperform,High,False,23,qualified_but_not_selected,,,,
2025Q3,2025Q3,LW,Consumer Staples,Food Products,0.55,0.445,0.525,0.613,0.619,0.806,Outperform,High,False,24,qualified_but_not_selected,,,,
2025Q3,2025Q3,DOW,Materials,Chemicals,0.591,0.606,0.631,0.522,0.508,0.805,Outperform,High,False,25,qualified_but_not_selected,,,,
2025Q3,2025Q3,SWK,Machinery,Machinery,0.595,0.487,0.648,0.542,0.484,0.8,Outperform,High,False,26,qualified_but_not_selected,,,,
2025Q3,2025Q3,LYB,Materials,Chemicals,0.46,0.482,0.672,0.558,0.54,0.798,Outperform,High,False,27,qualified_but_not_selected,,,,
2025Q3,2025Q3,HPQ,Technology,Technology,0.543,0.512,0.677,0.49,0.458,0.796,Outperform,High,False,29,qualified_but_not_selected,,,,
2025Q3,2025Q3,HUM,Health Care,Health Care,0.493,0.486,0.52,0.625,0.434,0.796,Outperform,High,False,28,qualified_but_not_selected,,,,
2025Q3,2025Q3,EPAM,Technology,Technology,0.464,0.475,0.636,0.515,0.434,0.794,Outperform,High,False,31,qualified_but_not_selected,,,,
2025Q3,2025Q3,HOLX,Health Care,Health Care,0.523,0.458,0.525,0.517,0.464,0.794,Outperform,High,False,32,qualified_but_not_selected,,,,
2025Q3,2025Q3,LUV,Airlines,Airlines,0.641,0.465,0.456,0.608,0.595,0.791,Outperform,High,False,33,qualified_but_not_selected,,,,
2025Q3,2025Q3,UPS,Industrials,Logistics & Transportation,0.486,0.487,0.614,0.692,0.56,0.79,Outperform,High,False,35,qualified_but_not_selected,,,,
2025Q3,2025Q3,IT,Technology,Technology,0.51,0.466,0.499,0.586,0.485,0.789,Outperform,High,False,36,qualified_but_not_selected,,,,
2025Q3,2025Q3,FCX,Metals & Mining,Metals & Mining,0.575,0.444,0.446,0.661,0.595,0.788,Outperform,High,False,37,qualified_but_not_selected,,,,
2025Q3,2025Q3,NUE,Metals & Mining,Metals & Mining,0.535,0.675,0.519,0.551,0.509,0.784,Outperform,High,False,39,qualified_but_not_selected,,,,
2025Q3,2025Q3,HPE,Technology,Technology,0.582,0.402,0.589,0.608,0.539,0.782,Outperform,High,False,40,qualified_but_not_selected,,,,
2025Q3,2025Q3,TECH,Life Sciences Tools & Services,Life Sciences Tools & Services,0.532,0.56,0.609,0.549,0.581,0.782,Outperform,High,False,41,qualified_but_not_selected,,,,
2025Q3,2025Q3,REGN,Technology,Biotechnology,0.543,0.439,0.609,0.536,0.449,0.781,Outperform,High,False,43,qualified_but_not_selected,,,,
2025Q3,2025Q3,FTV,Machinery,Machinery,0.629,0.516,0.472,0.663,0.631,0.781,Outperform,High,False,44,qualified_but_not_selected,,,,
2025Q3,2025Q3,IR,Machinery,Machinery,0.682,0.527,0.55,0.581,0.51,0.778,Outperform,High,False,45,qualified_but_not_selected,,,,
2025Q3,2025Q3,FTNT,Technology,Technology,0.469,0.435,0.651,0.501,0.421,0.777,Outperform,High,False,46,qualified_but_not_selected,,,,
2025Q3,2025Q3,GPN,Financials,Financial Services,0.493,0.496,0.704,0.504,0.459,0.775,Outperform,High,False,47,qualified_but_not_selected,,,,
2025Q3,2025Q3,WAT,Life Sciences Tools & Services,Life Sciences Tools & Services,0.463,0.353,0.604,0.524,0.509,0.775,Outperform,High,False,48,qualified_but_not_selected,,,,
2025Q3,2025Q3,SJM,Consumer Staples,Food Products,0.549,0.445,0.497,0.517,0.59,0.773,Outperform,High,False,49,qualified_but_not_selected,,,,
2025Q3,2025Q3,EQIX,Real Estate,Real Estate,0.521,0.465,0.492,0.557,0.414,0.77,Outperform,High,False,50,qualified_but_not_selected,,,,
2025Q3,2025Q3,FISV,Financials,Financial Services,0.481,0.566,0.66,0.446,0.424,0.769,Outperform,High,False,51,qualified_but_not_selected,,,,
2025Q3,2025Q3,MHK,Consumer products,Consumer products,0.579,0.573,0.508,0.534,0.532,0.768,Outperform,High,False,52,qualified_but_not_selected,,,,
2025Q3,2025Q3,TMO,Life Sciences Tools & Services,Life Sciences Tools & Services,0.445,0.42,0.624,0.582,0.621,0.767,Outperform,High,False,53,qualified_but_not_selected,,,,
2025Q3,2025Q3,BLDR,Building,Building,0.538,0.441,0.555,0.593,0.606,0.761,Outperform,High,False,55,qualified_but_not_selected,,,,
2025Q3,2025Q3,TTD,Communication Services,Media,0.408,0.426,0.597,0.478,0.525,0.761,Outperform,High,False,56,qualified_but_not_selected,,,,
2025Q3,2025Q3,APTV,Auto Components,Auto Components,0.593,0.504,0.462,0.591,0.505,0.76,Outperform,High,False,57,qualified_but_not_selected,,,,
2025Q3,2025Q3,AES,Utilities,Utilities,0.49,0.475,0.462,0.515,0.492,0.758,Outperform,High,False,59,qualified_but_not_selected,,,,
2025Q3,2025Q3,CF,Materials,Chemicals,0.563,0.482,0.466,0.507,0.483,0.758,Outperform,High,False,58,qualified_but_not_selected,,,,
2025Q3,2025Q3,PYPL,Financials,Financial Services,0.505,0.549,0.504,0.559,0.433,0.758,Outperform,High,False,60,qualified_but_not_selected,,,,
2025Q3,2025Q3,INTC,Technology,Semiconductors,0.672,0.692,0.543,0.519,0.431,0.757,Outperform,High,False,61,qualified_but_not_selected,,,,
2025Q3,2025Q3,MOS,Materials,Chemicals,0.467,0.449,0.39,0.51,0.569,0.757,Outperform,High,False,62,qualified_but_not_selected,,,,
2025Q3,2025Q3,WSM,Consumer Discretionary,Retail,0.507,0.559,0.618,0.565,0.456,0.75,Outperform,High,False,63,qualified_but_not_selected,,,,
2025Q3,2025Q3,MAS,Building,Building,0.621,0.484,0.604,0.638,0.529,0.75,Outperform,High,False,64,qualified_but_not_selected,,,,
2025Q3,2025Q3,CRL,Life Sciences Tools & Services,Life Sciences Tools & Services,0.523,0.43,0.521,0.662,0.546,0.747,Outperform,Moderate,False,65,qualified_but_not_selected,,,,
2025Q3,2025Q3,DG,Consumer Discretionary,Retail,0.577,0.485,0.349,0.567,0.504,0.747,Outperform,Moderate,False,66,qualified_but_not_selected,,,,
2025Q3,2025Q3,ZBRA,Electrical Equipment,Electrical Equipment,0.609,0.493,0.457,0.571,0.543,0.746,Outperform,Moderate,False,67,qualified_but_not_selected,,,,
2025Q3,2025Q3,PHM,Consumer products,Consumer products,0.507,0.591,0.498,0.477,0.519,0.746,Outperform,Moderate,False,68,qualified_but_not_selected,,,,
2025Q3,2025Q3,CAG,Consumer Staples,Food Products,0.636,0.461,0.536,0.511,0.565,0.743,Outperform,Moderate,False,69,qualified_but_not_selected,,,,
2025Q3,2025Q3,UAL,Airlines,Airlines,0.583,0.449,0.639,0.496,0.513,0.743,Outperform,Moderate,False,70,qualified_but_not_selected,,,,
2025Q3,2025Q3,LLY,Healthcare,Pharmaceuticals,0.504,0.443,0.56,0.559,0.471,0.734,Outperform,Moderate,False,71,qualified_but_not_selected,,,,
2025Q3,2025Q3,IVZ,Financials,Financial Services,0.593,0.477,0.432,0.548,0.482,0.734,Outperform,Moderate,False,72,qualified_but_not_selected,,,,
2025Q3,2025Q3,IFF,Materials,Chemicals,0.604,0.66,0.578,0.5,0.607,0.734,Outperform,Moderate,False,73,qualified_but_not_selected,,,,
2025Q3,2025Q3,OKE,Energy,Energy,0.469,0.532,0.574,0.576,0.591,0.733,Outperform,Moderate,False,74,qualified_but_not_selected,,,,
2025Q3,2025Q3,VRTX,Technology,Biotechnology,0.423,0.537,0.482,0.529,0.468,0.731,Outperform,Moderate,False,75,qualified_but_not_selected,,,,
2025Q3,2025Q3,TPR,"Textiles, Apparel & Luxury Goods","Textiles, Apparel & Luxury Goods",0.568,0.458,0.428,0.485,0.518,0.731,Outperform,Moderate,False,76,qualified_but_not_selected,,,,
2025Q3,2025Q3,STLD,Metals & Mining,Metals & Mining,0.469,0.573,0.509,0.547,0.519,0.729,Outperform,Moderate,False,77,qualified_but_not_selected,,,,
2025Q3,2025Q3,DVA,Health Care,Health Care,0.473,0.431,0.559,0.595,0.409,0.725,Outperform,Moderate,False,78,qualified_but_not_selected,,,,
2025Q3,2025Q3,TSLA,Consumer Discretionary,Automobiles,0.495,0.466,0.583,0.683,0.594,0.725,Outperform,Moderate,False,79,qualified_but_not_selected,,,,
2025Q3,2025Q3,AKAM,Technology,Technology,0.534,0.52,0.561,0.615,0.508,0.723,Outperform,Moderate,False,80,qualified_but_not_selected,,,,
2025Q3,2025Q3,PCG,Utilities,Utilities,0.493,0.525,0.543,0.657,0.611,0.723,Outperform,Moderate,False,81,qualified_but_not_selected,,,,
2025Q3,2025Q3,DXCM,Health Care,Health Care,0.543,0.519,0.488,0.594,0.433,0.722,Outperform,Moderate,False,82,qualified_but_not_selected,,,,
2025Q3,2025Q3,AMAT,Technology,Semiconductors,0.494,0.438,0.492,0.489,0.438,0.72,Outperform,Moderate,False,83,qualified_but_not_selected,,,,
2025Q3,2025Q3,IQV,Life Sciences Tools & Services,Life Sciences Tools & Services,0.429,0.502,0.571,0.509,0.478,0.72,Outperform,Moderate,False,84,qualified_but_not_selected,,,,
2025Q3,2025Q3,MCHP,Technology,Semiconductors,0.614,0.53,0.422,0.599,0.571,0.719,Outperform,Moderate,False,85,qualified_but_not_selected,,,,
2025Q3,2025Q3,MGM,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.499,0.47,0.519,0.543,0.48,0.717,Outperform,Moderate,False,86,qualified_but_not_selected,,,,
2025Q3,2025Q3,OMC,Communication Services,Media,0.465,0.487,0.564,0.405,0.533,0.717,Outperform,Moderate,False,87,qualified_but_not_selected,,,,
2025Q3,2025Q3,ON,Technology,Semiconductors,0.667,0.568,0.454,0.558,0.44,0.717,Outperform,Moderate,False,89,qualified_but_not_selected,,,,
2025Q3,2025Q3,ZBH,Health Care,Health Care,0.507,0.424,0.572,0.652,0.481,0.717,Outperform,Moderate,False,88,qualified_but_not_selected,,,,
2025Q3,2025Q3,PTC,Technology,Technology,0.574,0.586,0.491,0.532,0.432,0.715,Outperform,Moderate,False,90,qualified_but_not_selected,,,,
2025Q3,2025Q3,TXN,Technology,Semiconductors,0.422,0.41,0.39,0.624,0.537,0.714,Outperform,Moderate,False,91,qualified_but_not_selected,,,,
2025Q3,2025Q3,BDX,Health Care,Health Care,0.577,0.481,0.613,0.568,0.445,0.711,Outperform,Moderate,False,92,qualified_but_not_selected,,,,
2025Q3,2025Q3,WDAY,Technology,Technology,0.574,0.485,0.434,0.521,0.414,0.71,Outperform,Moderate,False,93,qualified_but_not_selected,,,,
2025Q3,2025Q3,EL,Consumer products,Consumer products,0.562,0.517,0.462,0.585,0.609,0.709,Outperform,Moderate,False,94,qualified_but_not_selected,,,,
2025Q3,2025Q3,KHC,Consumer Staples,Food Products,0.548,0.445,0.501,0.564,0.518,0.706,Outperform,Moderate,False,95,qualified_but_not_selected,,,,
2025Q3,2025Q3,CRM,Technology,Technology,0.459,0.643,0.537,0.475,0.424,0.703,Outperform,Moderate,False,96,qualified_but_not_selected,,,,
2025Q3,2025Q3,LYV,Communication Services,Media,0.44,0.697,0.511,0.643,0.636,0.701,Outperform,Moderate,False,97,qualified_but_not_selected,,,,
2025Q3,2025Q3,ACN,Technology,Technology,0.455,0.492,0.604,0.521,0.414,0.694,Outperform,Moderate,False,98,qualified_but_not_selected,,,,
2025Q3,2025Q3,GDDY,Technology,Technology,0.502,0.527,0.629,0.514,0.387,0.694,Outperform,Moderate,False,99,qualified_but_not_selected,,,,
2025Q3,2025Q3,PLD,Real Estate,Real Estate,0.606,0.528,0.506,0.615,0.51,0.692,Outperform,Moderate,False,100,qualified_but_not_selected,,,,
2025Q3,2025Q3,BRO,Financials,Insurance,0.508,0.492,0.466,0.606,0.58,0.689,Outperform,Moderate,False,101,qualified_but_not_selected,,,,
2025Q3,2025Q3,PRU,Financials,Insurance,0.552,0.467,0.474,0.66,0.551,0.684,Outperform,Moderate,False,102,qualified_but_not_selected,,,,
2025Q3,2025Q3,CARR,Building,Building,0.599,0.51,0.43,0.551,0.532,0.681,Outperform,Moderate,False,103,qualified_but_not_selected,,,,
2025Q3,2025Q3,WST,Life Sciences Tools & Services,Life Sciences Tools & Services,0.513,0.501,0.456,0.661,0.638,0.679,Outperform,Moderate,False,104,qualified_but_not_selected,,,,
2025Q3,2025Q3,AIZ,Financials,Insurance,0.47,0.567,0.521,0.574,0.441,0.678,Outperform,Moderate,False,105,qualified_but_not_selected,,,,
2025Q3,2025Q3,CPRT,Commercial Services & Supplies,Commercial Services & Supplies,0.606,0.544,0.546,0.524,0.531,0.676,Outperform,Moderate,False,106,qualified_but_not_selected,,,,
2025Q3,2025Q3,DLTR,Consumer Discretionary,Retail,0.566,0.468,0.381,0.437,0.457,0.67,Outperform,Moderate,False,107,qualified_but_not_selected,,,,
2025Q3,2025Q3,FDX,Industrials,Logistics & Transportation,0.601,0.484,0.507,0.573,0.627,0.67,Outperform,Moderate,False,108,qualified_but_not_selected,,,,
2025Q3,2025Q3,HSIC,Health Care,Health Care,0.604,0.44,0.463,0.654,0.428,0.666,Outperform,Moderate,False,109,qualified_but_not_selected,,,,
2025Q3,2025Q3,SLB,Energy,Energy,0.466,0.534,0.529,0.54,0.507,0.665,Outperform,Moderate,False,110,qualified_but_not_selected,,,,
2025Q3,2025Q3,POOL,Distributors,Distributors,0.487,0.517,0.537,0.493,0.555,0.664,Outperform,Moderate,False,111,qualified_but_not_selected,,,,
2025Q3,2025Q3,INCY,Technology,Biotechnology,0.538,0.585,0.451,0.621,0.562,0.664,Outperform,Moderate,False,112,qualified_but_not_selected,,,,
2025Q3,2025Q3,ECL,Materials,Chemicals,0.503,0.48,0.523,0.501,0.523,0.662,Outperform,Moderate,False,113,qualified_but_not_selected,,,,
2025Q3,2025Q3,MET,Financials,Insurance,0.552,0.486,0.471,0.667,0.544,0.659,Outperform,Moderate,False,114,qualified_but_not_selected,,,,
2025Q3,2025Q3,ARE,Real Estate,Real Estate,0.574,0.461,0.602,0.495,0.47,0.656,Outperform,Moderate,False,115,qualified_but_not_selected,,,,
2025Q3,2025Q3,BIIB,Technology,Biotechnology,0.479,0.63,0.529,0.607,0.541,0.656,Outperform,Moderate,False,116,qualified_but_not_selected,,,,
2025Q3,2025Q3,MRNA,Technology,Biotechnology,0.312,0.783,0.546,0.529,0.449,0.655,Outperform,Moderate,False,117,qualified_but_not_selected,,,,
2025Q3,2025Q3,ERIE,Financials,Insurance,0.519,0.328,0.508,0.651,0.538,0.654,Outperform,Moderate,False,118,qualified_but_not_selected,,,,
2025Q3,2025Q3,GIS,Consumer Staples,Food Products,0.565,0.453,0.467,0.542,0.591,0.654,Outperform,Moderate,False,119,qualified_but_not_selected,,,,
2025Q3,2025Q3,STZ,Consumer Staples,Beverages,0.491,0.565,0.455,0.539,0.522,0.653,Outperform,Moderate,False,120,qualified_but_not_selected,,,,
2025Q3,2025Q3,PSA,Real Estate,Real Estate,0.536,0.456,0.476,0.655,0.544,0.649,Outperform,Moderate,False,121,qualified_but_not_selected,,,,
2025Q3,2025Q3,FIS,Financials,Financial Services,0.647,0.599,0.448,0.524,0.509,0.649,Outperform,Moderate,False,122,qualified_but_not_selected,,,,
2025Q3,2025Q3,GPC,Distributors,Distributors,0.659,0.533,0.463,0.555,0.594,0.648,Outperform,Moderate,False,123,qualified_but_not_selected,,,,
2025Q3,2025Q3,MA,Financials,Financial Services,0.469,0.537,0.534,0.466,0.457,0.646,Outperform,Moderate,False,124,qualified_but_not_selected,,,,
2025Q3,2025Q3,JBHT,Road & Rail,Road & Rail,0.513,0.518,0.518,0.552,0.544,0.645,Outperform,Moderate,False,125,qualified_but_not_selected,,,,
2025Q3,2025Q3,CL,Consumer products,Consumer products,0.675,0.514,0.521,0.601,0.616,0.642,Outperform,Moderate,False,126,qualified_but_not_selected,,,,
2025Q3,2025Q3,ORCL,Technology,Technology,0.593,0.515,0.451,0.458,0.465,0.641,Outperform,Moderate,False,127,qualified_but_not_selected,,,,
2025Q3,2025Q3,CLX,Consumer products,Consumer products,0.742,0.514,0.5,0.52,0.555,0.639,Outperform,Moderate,False,128,qualified_but_not_selected,,,,
2025Q3,2025Q3,CDW,Electrical Equipment,Electrical Equipment,0.526,0.515,0.468,0.673,0.599,0.638,Outperform,Moderate,False,129,qualified_but_not_selected,,,,
2025Q3,2025Q3,PEP,Consumer Staples,Beverages,0.555,0.506,0.593,0.587,0.594,0.637,Outperform,Moderate,False,131,qualified_but_not_selected,,,,
2025Q3,2025Q3,SHW,Materials,Chemicals,0.483,0.593,0.5,0.503,0.535,0.637,Outperform,Moderate,False,130,qualified_but_not_selected,,,,
2025Q3,2025Q3,CPB,Consumer Staples,Food Products,0.489,0.603,0.498,0.584,0.635,0.635,Outperform,Moderate,False,132,qualified_but_not_selected,,,,
2025Q3,2025Q3,MDT,Health Care,Health Care,0.569,0.473,0.507,0.49,0.543,0.635,Outperform,Moderate,False,134,qualified_but_not_selected,,,,
2025Q3,2025Q3,O,Real Estate,Real Estate,0.546,0.627,0.531,0.533,0.481,0.635,Outperform,Moderate,False,133,qualified_but_not_selected,,,,
2025Q3,2025Q3,LIN,Materials,Chemicals,0.497,0.539,0.526,0.438,0.455,0.635,Outperform,Moderate,False,135,qualified_but_not_selected,,,,
2025Q3,2025Q3,PFG,Financials,Insurance,0.528,0.494,0.483,0.659,0.557,0.635,Outperform,Moderate,False,136,qualified_but_not_selected,,,,
2025Q3,2025Q3,CVS,Health Care,Health Care,0.436,0.475,0.486,0.647,0.531,0.629,Outperform,Moderate,False,137,qualified_but_not_selected,,,,
2025Q3,2025Q3,HRL,Consumer Staples,Food Products,0.606,0.45,0.479,0.605,0.625,0.629,Outperform,Moderate,False,138,qualified_but_not_selected,,,,
2025Q3,2025Q3,EQR,Real Estate,Real Estate,0.533,0.486,0.456,0.658,0.545,0.629,Outperform,Moderate,False,139,qualified_but_not_selected,,,,
2025Q3,2025Q3,AMCR,Packaging,Packaging,0.615,0.474,0.485,0.502,0.583,0.628,Outperform,Moderate,False,140,qualified_but_not_selected,,,,
2025Q3,2025Q3,WFC,Banking,Banking,0.556,0.457,0.489,0.681,0.633,0.628,Outperform,Moderate,False,141,qualified_but_not_selected,,,,
2025Q3,2025Q3,DLR,Real Estate,Real Estate,0.52,0.573,0.513,0.642,0.429,0.626,Outperform,Moderate,False,142,qualified_but_not_selected,,,,
2025Q3,2025Q3,PPG,Materials,Chemicals,0.472,0.503,0.478,0.619,0.629,0.625,Outperform,Moderate,False,143,qualified_but_not_selected,,,,
2025Q3,2025Q3,EBAY,Consumer Discretionary,Retail,0.547,0.355,0.477,0.567,0.46,0.624,Outperform,Moderate,False,145,qualified_but_not_selected,,,,
2025Q3,2025Q3,PAYX,Professional Services,Professional Services,0.458,0.491,0.492,0.489,0.576,0.624,Outperform,Moderate,False,144,qualified_but_not_selected,,,,
2025Q3,2025Q3,NXPI,Technology,Semiconductors,0.46,0.503,0.484,0.498,0.472,0.624,Outperform,Moderate,False,146,qualified_but_not_selected,,,,
2025Q3,2025Q3,FDS,Financials,Financial Services,0.518,0.482,0.522,0.545,0.458,0.623,Outperform,Moderate,False,147,qualified_but_not_selected,,,,
2025Q3,2025Q3,ACGL,Financials,Insurance,0.55,0.573,0.478,0.561,0.44,0.623,Outperform,Moderate,False,148,qualified_but_not_selected,,,,
2025Q3,2025Q3,CSX,Road & Rail,Road & Rail,0.521,0.441,0.424,0.552,0.56,0.622,Outperform,Moderate,False,149,qualified_but_not_selected,,,,
2025Q3,2025Q3,META,Communication Services,Media,0.399,0.492,0.423,0.537,0.497,0.622,Outperform,Moderate,False,150,qualified_but_not_selected,,,,
2025Q3,2025Q3,UDR,Real Estate,Real Estate,0.505,0.531,0.483,0.655,0.546,0.617,Outperform,Moderate,False,151,qualified_but_not_selected,,,,
2025Q3,2025Q3,HAS,Leisure Products,Leisure Products,0.55,0.467,0.494,0.549,0.51,0.614,Outperform,Moderate,False,153,qualified_but_not_selected,,,,
2025Q3,2025Q3,PANW,Technology,Technology,0.517,0.31,0.461,0.43,0.42,0.614,Outperform,Moderate,False,152,qualified_but_not_selected,,,,
2025Q3,2025Q3,ADBE,Technology,Technology,0.597,0.513,0.529,0.528,0.521,0.612,Outperform,Moderate,False,154,qualified_but_not_selected,,,,
2025Q3,2025Q3,JBL,Electrical Equipment,Electrical Equipment,0.479,0.606,0.431,0.557,0.495,0.61,Outperform,Moderate,False,155,qualified_but_not_selected,,,,
2025Q3,2025Q3,DDOG,Technology,Technology,0.591,0.363,0.52,0.528,0.396,0.609,Outperform,Moderate,False,156,qualified_but_not_selected,,,,
2025Q3,2025Q3,SBUX,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.519,0.594,0.547,0.63,0.644,0.609,Outperform,Moderate,False,157,qualified_but_not_selected,,,,
2025Q3,2025Q3,F,Consumer Discretionary,Automobiles,0.61,0.552,0.451,0.562,0.46,0.608,Outperform,Moderate,False,158,qualified_but_not_selected,,,,
2025Q3,2025Q3,DOC,Real Estate,Real Estate,0.572,0.554,0.481,0.534,0.458,0.607,Outperform,Moderate,False,159,qualified_but_not_selected,,,,
2025Q3,2025Q3,VICI,Real Estate,Real Estate,0.552,0.657,0.496,0.654,0.552,0.607,Outperform,Moderate,False,160,qualified_but_not_selected,,,,
2025Q3,2025Q3,APA,Energy,Energy,0.488,0.595,0.584,0.594,0.492,0.607,Outperform,Moderate,False,161,qualified_but_not_selected,,,,
2025Q3,2025Q3,EXC,Utilities,Utilities,0.426,0.628,0.513,0.663,0.631,0.606,Outperform,Moderate,False,162,qualified_but_not_selected,,,,
2025Q3,2025Q3,EIX,Utilities,Utilities,0.495,0.607,0.471,0.639,0.619,0.606,Outperform,Moderate,False,163,qualified_but_not_selected,,,,
2025Q3,2025Q3,ALLE,Building,Building,0.616,0.593,0.449,0.515,0.527,0.602,Outperform,Moderate,False,164,qualified_but_not_selected,,,,
2025Q3,2025Q3,LOW,Consumer Discretionary,Retail,0.613,0.5,0.587,0.524,0.501,0.601,Outperform,Moderate,False,165,qualified_but_not_selected,,,,
2025Q3,2025Q3,MAA,Real Estate,Real Estate,0.515,0.491,0.48,0.631,0.546,0.601,Outperform,Moderate,False,166,qualified_but_not_selected,,,,
2025Q3,2025Q3,MU,Technology,Semiconductors,0.415,0.486,0.454,0.535,0.435,0.599,Outperform,Moderate,False,167,qualified_but_not_selected,,,,
2025Q3,2025Q3,CSGP,Real Estate,Real Estate,0.507,0.64,0.472,0.58,0.411,0.599,Outperform,Moderate,False,168,qualified_but_not_selected,,,,
2025Q3,2025Q3,AXON,Industrials,Aerospace & Defense,0.586,0.375,0.358,0.546,0.47,0.598,Outperform,Moderate,False,169,qualified_but_not_selected,,,,
2025Q3,2025Q3,WY,Real Estate,Real Estate,0.534,0.379,0.501,0.55,0.421,0.593,Outperform,Moderate,False,170,qualified_but_not_selected,,,,
