ticker,snapshot_date,industry,is_fundamental_carry_forward,report_filed_date_used,forward_return,sector,report_end_date_used,year_quarter,roe,roa,roi,roic,net_margin,gross_margin,fcf_margin,ebitda_margin,operating_margin,current_ratio,quick_ratio,debt_equity,debt_to_ebitda,interest_coverage,revenue_yoy_growth,net_income_yoy_growth,eps_yoy_growth,fcf_yoy_growth,operating_income_yoy_growth,total_debt_yoy_growth,roa_change_yoy,gross_margin_change_yoy,current_ratio_change_yoy,accruals_ratio,capex_to_revenue,consecutive_losses,earnings_quality,piotroski_fscore,roe_trend_2y,roe_trend_3y,net_margin_trend_2y,net_margin_trend_3y,gross_margin_trend_3y,pe_ratio,pb_ratio,ps_ratio,ev_to_ebitda,fcf_yield,earnings_yield,pe_vs_5y_median,pb_vs_5y_median,ev_ebitda_vs_5y_median,eps_surprise_pct,eps_revision,rsi_14,rsi_28,macd,macd_signal,macd_hist,sma_20,sma_50,sma_200,bb_pct,price_vs_52w_high,price_vs_52w_low,momentum_1m,momentum_3m,momentum_6m,momentum_12m,volatility_20d,volatility_60d,atr_14,vol_ratio_20_50,revenue_decline,insider_net_ratio_90d,insider_sell_ratio,analyst_buy_ratio,analyst_bearish_score,analyst_consensus,analyst_dispersion,analyst_strong_buy_pct,analyst_consensus_change,mspr_3m,mspr_trend,beat_rate_4q,eps_surprise_avg_4q,pe_rank_sector,momentum_pct_sector,roe_pct_sector,pb_rank_sector,fcf_yield_rank_sector,roic_rank_sector,ev_ebitda_rank_sector,debt_rank_sector,momentum_12m_rank_universe,quality_rank_universe,value_rank_universe,piotroski_rank_universe,momentum_vol_adj,value_vol_adj,quality_vol_adj,value_x_momentum,quality_x_lowvol,sentiment_x_earnings_surprise,quality_x_value_universe,momentum_quality_signal,tp_level,sl_level,tp_sl_outcome,tp_sl_strategy,fundamental_score,valuation_score,momentum_score,bear_risk_score,bear_score,sentiment_score,sector_score,regime_state,regime_adjusted_score,predicted_alpha,ranking_score,risk_score,final_score,sector_peer_count,sector_confidence,final_score_raw,label
A,2025-08-15,Life Sciences Tools & Services,True,2025-06-02,0.23171150237503313,Life Sciences Tools & Services,2025-04-30,2025Q3,0.086864406779661,0.0438394472775127,0.0556012502056259,0.0701900114214515,0.1591519856673633,,0.1316810988354732,0.2451478053150194,0.2018512988951926,2.091451292246521,,0.5695893089960886,2.0607311320754715,12.042735042735044,0.036521200866604764,-0.1875,-0.5,-0.2944,-0.09504685408299866,0.3673708920187793,-0.016587966134425404,,-0.055126848713642485,-0.009787794045073203,0.06300388175574799,0.0,0.8273921200750469,0.5714285714285714,0.3171373438596681,,-0.008959304137987716,,,39.73333231608073,5.555932061146882,5.125725323590026,21.285494768394614,0.021941146663957058,0.02516778587924486,0.2216243029063789,0.207002509694596,0.11964189867488839,1.5583,,55.54867036208983,52.73688083366893,0.1544025541423082,-0.2909253056405097,0.4453278597828179,0.020836338569499402,0.013341740779881928,-0.044012348102604015,0.7165574793861185,-0.21887292149003368,0.20052367659512482,0.02440698111888784,0.06049817909297506,-0.12641993686920505,,0.27149292223103444,0.2873873050244057,2.723512337247994,0.8345437727726742,0.0,0.1755067920585162,0.4122466039707419,,,,,,,-43.626716666666674,0.0,1.0,1.5583,0.625,0.5,0.875,0.375,0.3333333333333333,0.75,0.4285714285714286,0.25,0.5,0.47305389221556887,0.17884130982367757,0.3984547461368653,0.21051096563864363,0.08757445245226662,0.24423490597641664,-0.0031817099019918055,0.054521285977820695,0.0,0.08460157770102113,-0.02440698111888784,0.08732441642760431,0.05402002125477266,TP,conservative,0.5215138308272627,0.5370048139606791,0.496067534729219,0.48975583275434253,0.5102441672456575,0.5530417975692584,0.49864245596009454,Neutral,0.40420954642037965,-0.013826748356223106,0.3333333333333333,0.5006396770477295,0.40388757658112306,9,0.9486832980505138,0.40420954642037965,1
AAPL,2025-08-15,Technology,False,2025-08-01,0.17625980383307324,Technology,2025-06-28,2025Q3,1.2842776849460733,0.2550385375345028,0.3035430398648546,0.6786928369081343,0.2695101930218843,0.4681617494700266,0.2304180812572722,0.3480897049682016,0.3207669870415531,0.8679917800453515,,1.2521646665653958,0.5547404974695811,,0.05940460309687442,0.07017721518987342,0.09980430528375729,-0.14867379628757185,0.07474499332443257,-0.043691122557891315,0.016808316673979085,0.006149963110458179,-0.08498791970545372,0.008416416537202672,0.03019812238001881,0.0,0.8549512679788039,0.75,0.5030792821734181,,0.007949208293513468,,,32.39020927802665,52.951984949398955,8.24695022775789,23.769719562418793,0.019395959101217098,0.030873526978981106,6.715781862755728,33.02094753622039,5.030268315146407,7.3431,-0.11870330200048208,70.78251571981527,63.64152095805774,6.148089666041102,3.9358217209112096,2.2122679451298923,0.06811607932663155,0.10498369371936622,0.047676527130960045,0.8585476618593734,-0.1058991345812057,0.3431736387734312,0.102704464463522,0.09524710182227247,-0.041154318269546075,,0.29456248856039663,0.2330095612567399,5.189540198092953,1.1069512904826828,0.0,-1.0,1.0,,,,,,,-77.057745,-68.826765,0.5,3.3823,0.6078431372549019,0.5,1.0,0.020408163265306145,0.3181818181818182,0.9661016949152542,0.5,0.47457627118644063,0.5,0.9790419161676647,0.2770780856423174,0.7582781456953642,0.40876907071347657,0.13249897048200238,2.912725268643897,-0.0012705789553964057,0.550435988684775,0.0,0.27127105989532274,-0.102704464463522,0.05744861728491998,0.05266438437152233,TP,conservative,0.5298261024685097,0.5488710994937281,0.5700657109024079,0.46280346309530723,0.5371965369046927,0.4225899309156056,0.5068365269159213,Neutral,0.4230136279647599,0.1265193074941635,0.3841059602649007,0.28473764657974243,0.4247227596937402,62,1.0,0.4230136279647599,1
ABBV,2025-08-15,Biotechnology,False,2025-08-04,0.12419564500330586,Technology,2025-06-30,2025Q3,-12.153005464480874,0.0162120394803983,0.0628872592614191,1.605620696072957,0.07731349509838,,0.218452339567545,0.2999026628658833,0.2999026628658833,0.7358110996554933,,-30.36065573770492,0.4667730824161976,,0.07448080083669506,-0.18802482657904346,-0.18954248366013074,0.06925302024842607,0.26942319011183047,,-0.003085254389417102,,-0.0709645176652749,-0.03326967094808357,0.01752068414099979,0.0,2.8255395683453237,0.5714285714285714,-0.7426055234957911,,0.01728128187234146,,,100.82439143483224,,6.169954756930845,30.69341210839048,0.0412827484454362,0.009918234920826169,3.2992496696327223,,1.1798479362712695,0.9483,0.20959585577436984,71.40130742942912,62.30863021747477,3.781343296981703,2.647313080610232,1.134030216371471,0.061042413200514956,0.08122614991558885,0.09723357124549592,0.9931533280135527,-0.046016805373324754,0.252742563548614,0.07988510466301912,0.13765968061357658,0.06844148721649468,,0.20383114117496576,0.20083192024985652,4.039079016858474,0.8571813200230247,0.0,-0.393502626098946,0.696751313049473,,,,,,,53.45132566666666,-139.646023,1.0,1.04355,0.9803921568627451,0.5,0.01639344262295082,0.5,0.6363636363636364,1.0,0.36363636363636365,0.5254237288135593,0.5,0.9940119760479041,0.037783375314861464,0.3984547461368653,0.6854472159720085,0.04938574957848741,7.994848100219289,0.0006788187485439153,1.337090286323232,0.0,0.037557127558485046,-0.07988510466301912,0.08166314330518747,0.0440277827645646,TP,conservative,0.3648633612502636,0.5407260582105134,0.530119941712474,0.5782633593761418,0.4217366406238582,0.42176320202160367,0.5068365269159213,Neutral,0.3692754692579976,-0.010652865283191204,0.33112582781456956,0.5043566226959229,0.37098460098697794,62,1.0,0.3692754692579976,1
ABT,2025-08-15,Health Care,False,2025-07-30,-0.008804581875592979,Health Care,2025-06-30,2025Q3,0.0613863344210422,0.036952820866915,0.0445838640936201,0.0589810221277265,0.1443720930232558,,0.1152558139534883,0.1741860465116279,0.1741860465116279,1.8206711808914355,,0.2557104716701275,1.653029915622603,,0.056978516297133866,0.22833399287692915,0.0,0.20642648490749757,0.22585924713584288,-0.015906842225435727,0.0023444419962410992,,0.14051129717050537,-0.0042857653067298425,0.04586046511627907,0.0,0.7983247422680413,1.0,0.08391328450004132,,-0.17317125169530834,,,18.821428571428573,4.5572602491842185,5.297056858147714,30.224605535668626,0.025442867268022265,0.05313092979127135,-0.25450579099803416,0.41392011845464705,0.10257096127932908,-0.5839,0.17124110525829406,54.46994205536933,51.573259366232236,0.18609692938721878,-0.20704200052188704,0.3931389299091058,0.023201636972262074,0.0023142640352840083,0.04166378132225734,0.7760378280146449,-0.060405085914751466,0.1858686031457415,0.09327024864760425,-0.011998545408941297,-0.0003034622366659967,,0.1792312185407755,0.24968591692486064,2.7052770635675465,0.9357585516645369,0.0,0.5370908078437612,0.2314545960781194,,,,,,,26.70397533333333,-182.85808600000001,0.5,0.0731,0.45161290322580644,0.5,0.5151515151515151,0.35,0.45,0.41935483870967744,0.1428571428571429,0.29032258064516125,0.5,0.38922155688622756,0.5894206549118388,0.9801324503311258,-0.04805455412430043,0.212791055441306,0.2362208604079019,-1.612323079060324e-05,0.04719667664405058,-0.0,0.22941522496568578,-0.09327024864760425,0.06127102105385635,0.07084722164288404,SL,conservative,0.5288165274342193,0.475460684121815,0.4663988985432911,0.38030083882659543,0.6196991611734046,0.4320915520439722,0.6551850290176754,Neutral,0.5281166514668738,0.10787859559059143,0.5386313465783664,0.42694711685180664,0.5669129087212926,33,1.0,0.5281166514668738,0
ACGL,2025-08-15,Insurance,False,2025-08-05,0.019841219115333368,Financials,2025-06-30,2025Q3,0.0785990191397942,0.0229857338681017,,,0.1831883471575966,,,,,,,0.0,,,0.21003671970624235,-0.24194223524487232,-0.2443729903536977,,,,-0.0135070485347089,,,-0.009785754175762806,,0.0,,0.6666666666666666,-0.2777802415335463,,-0.0527241070591114,,,11.023086418068427,1.4993349448740831,1.7370362261083945,,,0.09071869366467597,0.6726312827242902,1.9301656891863397,,9.2665,0.7491666049336988,55.780167291974614,51.61691867156064,0.2585690209691762,-0.1877263028091083,0.4462953237782845,0.0258033958233177,0.013432008026747155,-0.021983262979995977,0.8675343997202569,-0.1638709564912154,0.06741973762745834,0.023234801189999654,-0.030147526910662137,0.0062111527933432775,,0.22253157778236146,0.23866442368942054,1.8740466148569799,1.0494621489216622,0.0,0.0025575578391705328,0.4987212210804147,,,,,,,2.7722355666666663,-57.4838873,1.0,11.6745,0.17307692307692307,0.5,0.6226415094339622,0.8823529411764706,0.5,0.5,0.5,0.5,0.5,0.5,0.8463476070528967,0.5584988962472406,-0.1263176406630835,0.380109830624485,0.0,0.0005634676675638052,0.0,0.0,0.42317380352644834,-0.023234801189999654,0.047690184136181854,0.056194943112366176,SL,conservative,0.5495505138298963,0.572560334773787,0.4783206337614688,0.43853495952165344,0.5614650404783466,0.4403182143580266,0.35235202882713446,Neutral,0.659482435236043,0.03142785280942917,0.7593818984547461,0.45476120710372925,0.6225704424428267,55,1.0,0.659482435236043,0
ACN,2025-08-15,Technology,True,2025-06-20,-0.007287105109096854,Technology,2025-05-31,2025Q3,0.2050245911229768,0.0988678897714574,0.1290358477793671,0.2665806732481922,0.1202931052662171,,0.1357252992733778,0.1569986257006178,0.1569986257006178,1.4607462317186974,,0.0037658332712861,0.010009823309185,42.47928900057279,0.07395389358091649,0.12256710257852094,0.12884834663626007,0.29959330526669586,0.12893826567943156,-0.9285327867579696,-0.004204700683902496,,0.3032493126864588,-0.020450450228644827,0.009449981265140043,0.0,1.1282882670042318,0.8571428571428571,0.4215654830860746,,-0.0032047875459541323,,,17.964363236860795,5.118129561018641,2.1637881209082592,12.776434832216912,0.07512650288672328,0.05566576375766639,-0.2659039611999623,-0.4823435018614166,-0.09524776028715953,3.9867,,32.65284417953174,34.422490813641346,-12.73642701616518,-12.510634874544213,-0.2257921416209676,-0.05402923122999703,-0.1315980237417106,-0.2420384827556965,0.3079759387962127,-0.3797614701648815,0.038424347657406654,-0.12624696200599472,-0.23576002896814208,-0.3658768380332399,,0.3059571795246204,0.28427144924275405,6.336473233661399,1.157453043501542,0.0,-0.2328881469115192,0.6164440734557596,,,,,,,43.033456666666666,0.0,1.0,3.9867,0.3137254901960784,0.5,0.8524590163934426,0.5714285714285714,0.9318181818181818,0.9322033898305084,0.8181818181818181,0.6779661016949152,0.5,0.9131736526946108,0.6095717884130982,0.8830022075055187,-0.829348250048194,0.19581904516246554,0.9377680170073822,-0.0203668136303603,0.2075734638540601,0.0,0.5566448966047753,0.12624696200599472,0.058646929979852984,0.058534217891837444,TP,conservative,0.4551033297566811,0.4916249631672881,0.6036173436116724,0.4786207173278717,0.5213792826721283,0.41415509910604664,0.5068365269159213,Neutral,0.6918757090426602,0.07294588536024094,0.8101545253863135,0.38768696784973145,0.6935848407716405,62,1.0,0.6918757090426602,1
ADBE,2025-08-15,Technology,True,2025-06-25,-0.0669015650094924,Technology,2025-05-30,2025Q3,0.3059049615653389,0.1245952965453445,0.1519906073220194,0.2425343476779834,0.3022352636575472,0.8912574436868905,0.3969966341589712,0.4054543885388798,0.3686890480711142,0.9932514658701184,,0.5386093640810622,0.5963826288809363,,0.10447049852254313,0.5968992248062015,0.6728778467908902,0.5151515151515151,0.5300859598853869,0.0957881642082815,0.0515123492330507,0.004497363618260253,-0.17024863968191872,-0.04166221937595617,0.0063001639768706305,0.0,1.313535122786979,0.75,-0.05470429720957297,,0.020076417457695128,,,19.295813273709385,13.427762285468464,6.645096729522456,14.98752516143176,0.06909920203039728,0.05182471377677061,-0.5612864259541024,0.4120798751029844,-0.5151596214088635,-0.0632,,48.17404428340405,44.51580259968214,-7.939246372903881,-9.248861753837712,1.3096153809338311,0.00039330548119620445,-0.04948921990077049,-0.15304267602658417,0.5024726193978116,-0.35827186052690285,0.06353967509320135,-0.03165508450566523,-0.12315598615537038,-0.22727667531847517,,0.2738436429852124,0.2656540263103262,8.433279785658467,0.8944950978372408,0.0,0.26155096211850737,0.3692245189407463,,,,,,,-12.986191666666665,79.982775,0.0,-0.0632,0.35294117647058826,0.5,0.9016393442622951,0.22448979591836737,0.8409090909090909,0.9152542372881356,0.6590909090909092,0.4576271186440678,0.5,0.8982035928143712,0.5743073047858942,0.7582781456953642,-0.46359540589648196,0.1950834869569456,0.9129707200246409,-0.011778548646516,0.19162768231775554,-0.0,0.5158448845382283,0.03165508450566523,0.04761581965277449,0.10986995151270201,SL,conservative,0.597316099656257,0.5127007199595944,0.5287922998698297,0.4722814336540845,0.5277185663459155,0.5207468301303735,0.5068365269159213,Neutral,0.6104250220677624,-0.010082216002047062,0.6490066225165563,0.542519211769104,0.6121341537967427,62,1.0,0.6104250220677624,0
ADI,2025-08-15,Semiconductors,True,2025-05-22,0.01407414600058076,Technology,2025-05-03,2025Q3,0.0274512705002082,0.0202998503289305,0.024696793102859,0.0280673074608037,0.1898163271674551,0.6007836481053048,0.3371438694812533,0.2309304986804897,0.2309304986804897,2.0770273414300378,,0.1898971512072622,3.113550353413568,,0.08380148479914241,0.2563724804534563,0.261437908496732,0.1117036726368561,0.2028316395548958,0.005556226926253701,0.004644103575419299,0.032692466719684954,0.5019245762163282,-0.02080920213582629,0.04725154357623041,0.0,1.7761584291104022,1.0,1.1958256967869998,,-0.06566163532969553,,,65.61756512260976,3.297635684651108,11.866664061474768,56.06870167462712,0.02094455139827858,0.015239821808862446,1.6931154020549184,0.026656730706652088,1.6213429248949573,7.6708,,51.83544529115682,52.3060092342999,-0.4908396742472405,-1.6151122019002366,1.1242725276529961,0.013777908720596699,-0.0057995871136240496,0.06713095815281145,0.6325738850071819,-0.0571881643268779,0.4072296251140006,-0.03875999622598736,0.01985738755981381,0.10647754339760329,,0.2589507661627019,0.24884029673695957,5.332691093021456,1.087463733039623,0.0,-1.0,1.0,,,,,,,-95.948255,12.155235000000005,1.0,7.6708,0.8627450980392157,0.5,0.3770491803278688,0.7142857142857143,0.38636363636363635,0.288135593220339,0.18181818181818177,0.11864406779661019,0.5,0.18862275449101795,0.07556675062972293,0.9801324503311258,0.07979972625094707,0.061243383843782875,0.11279245294612664,0.0016226987880248922,0.02247469715234169,0.0,0.014253608651714204,0.03875999622598736,0.0913930865594637,0.05057163811645084,SL,conservative,0.4864332854479448,0.5135315887069976,0.45016314345239217,0.4640629771504508,0.5359370228495492,0.4184795629180017,0.5068365269159213,Neutral,0.21982920732480243,0.21291698515415192,0.09050772626931568,0.30439722537994385,0.22153833905378276,62,1.0,0.21982920732480243,0
ADM,2025-08-15,Food Products,False,2025-08-05,-0.01907948769286088,Consumer Staples,2025-06-30,2025Q3,0.0229075675193867,0.0098853757981383,,,0.0124331777170363,0.0616821073510558,0.0812752473331559,,,1.42342049699529,,0.3768606827703004,,,-0.062456060777865974,-0.5769547325102881,-0.5,5.0,,-0.1991665877450516,-0.0131705276517079,-0.007600124194470904,-0.019632382473774523,-0.06619739979998461,0.014416680776952661,0.0,6.536964980544747,0.5,-0.23887136104858792,,-0.16818726390925007,,,59.75,1.288840360103396,0.35656687709607415,,0.07095681040146616,0.016736401673640166,2.733634210865054,-0.06074181284229119,,11.0448,0.2370753323485967,68.47121469342764,64.27896161801927,1.5271988579748594,1.2051939474159963,0.32200491055886316,0.058496316051128705,0.10211791304714857,0.18041596356200773,0.9075511797577598,-0.0011701721026634582,0.4297678557312379,0.11598802723725155,0.22288168754834725,0.3071538218493779,,0.29128496375348817,0.2741663624595828,1.4047681069081754,0.8783981256224794,1.0,-0.2444093789294608,0.6222046894647304,,,,,,,33.333333333333336,-200.0,1.0,7.22105,1.0,0.5,0.3157894736842105,0.7272727272727273,1.0,0.5,0.5,0.5,0.5,0.5,0.0906801007556675,0.27704194260485654,0.8129432274216504,0.06104469389860844,0.0,0.0051406497380649015,0.0,0.0,0.04534005037783375,-0.11598802723725155,0.06975852754571603,0.06951957972334388,SL,conservative,0.568656235624891,0.6439576569966793,0.4433918712428655,0.4849945270041999,0.5150054729958,0.47000828192761335,0.566183916480804,Neutral,0.3660673448401143,0.09874226152896881,0.2803532008830022,0.3227107524871826,0.3826133239603153,19,1.0,0.3660673448401143,0
ADP,2025-08-15,Professional Services,False,2025-08-06,-0.16137052529286167,Professional Services,2025-06-30,2025Q3,-0.3175662572721396,-0.0368207939770617,,,0.2049754876395118,,,,,1.0478193142643957,,0.6423238526179703,,,-0.07426996257367607,-0.11154477063182307,-0.3287356321839079,,,0.3287533848159663,-0.004300334176499998,,0.03755977566634772,-0.01133985268684431,,1.0,,0.2857142857142857,-0.1966182962348048,,0.009440811263104384,,,33.53222317165799,,,,,0.029822060854146328,0.12660339315642832,,,0.3552,-0.25043269870856083,46.29327323231521,47.22778522194564,-1.1327410525636878,-1.0723348231926166,-0.06040622937107121,-0.007889790562024546,-0.015326543802168024,-0.004511159079937266,0.3239445022598605,-0.07655821180680389,0.0904393622492412,-0.0010922367853793968,-0.04451479273989878,-0.027174239709269465,,0.16722395455394926,0.17231458808611477,4.804772785476802,0.9406033688195523,1.0,0.9361200149693292,0.03193999251533543,,,,,,,-15.285221999999996,196.2133,1.0,1.1029,0.7142857142857143,0.5,0.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25440806045340053,0.06070640176600441,-0.25833444071289174,0.17306753412684164,0.0,-0.0008103918302749937,0.0,0.0,0.12720403022670027,0.0010922367853793968,0.03379526538735054,0.051953709762099995,SL,conservative,0.5314860885123314,0.4809735128156655,0.49403051783315444,0.38764615332239577,0.6123538466776042,0.6104064161125785,0.4864729118395608,Neutral,0.5883966510135743,0.11729088425636292,0.5982339955849889,0.48301398754119873,0.5853719021471369,8,0.8944271909999159,0.5883966510135743,0
