fold,ticker,final_score,fundamental_score,valuation_score,momentum_score,bear_score,sentiment_score,confidence,sector,selection_rank,portfolio_weight,prediction,actual_return,alpha_real,beat_benchmark
2025Q3,ALGN,0.869,0.585,0.586,0.628,0.621,0.476,High,Health Care,3,0.1192,Outperform,0.362,0.3468,True
2025Q3,ALB,0.814,0.514,0.657,0.495,0.622,0.63,High,Materials,18,0.0888,Outperform,0.4448,0.4296,True
2025Q3,DECK,0.809,0.603,0.528,0.63,0.551,0.511,High,"Textiles, Apparel & Luxury Goods",21,0.1256,Outperform,0.3974,0.3822,True
2025Q3,HAL,0.794,0.514,0.549,0.618,0.674,0.603,High,Energy,30,0.1449,Outperform,0.244,0.2288,True
2025Q3,TPL,0.79,0.524,0.437,0.682,0.638,0.589,High,Energy,34,0.1382,Outperform,0.2682,0.253,True
2025Q3,WBD,0.788,0.508,0.695,0.418,0.673,0.519,High,Communication Services,38,0.0852,Outperform,0.2154,0.2002,True
2025Q3,MTCH,0.782,0.503,0.497,0.408,0.542,0.593,High,Communication Services,42,0.15,Outperform,-0.0551,-0.0703,False
2025Q3,FICO,0.767,0.564,0.458,0.65,0.509,0.403,High,Technology,54,0.1481,Outperform,-0.2278,-0.2429,False
