year_quarter,ticker,agent,agent_score,final_score,feature,feature_value,feature_present
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,gross_margin,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,fcf_yoy_growth,-0.2944,True
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,current_ratio,2.091451292246521,True
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,capex_to_revenue,0.06300388175574799,True
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,net_margin,0.1591519856673633,True
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,fcf_margin,0.1316810988354732,True
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,ebitda_margin,0.2451478053150194,True
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,operating_margin,0.2018512988951926,True
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,gross_margin__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,gross_margin__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,fcf_yoy_growth__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,fcf_yoy_growth__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,current_ratio__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,current_ratio__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,capex_to_revenue__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,capex_to_revenue__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,roe__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,roe__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,net_margin__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,net_margin__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,fcf_margin__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,fcf_margin__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,ebitda_margin__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,ebitda_margin__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,roa__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,roa__pct_sector,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,operating_margin__pct_universe,,False
2025Q3,A,fundamental,0.5215138308272627,0.40388757658112306,operating_margin__pct_sector,,False
