,importance
rule_confidence,0.0875056019742878
pb_ratio__pct_universe,0.0841005328028871
pb_ratio__pct_sector,0.08138538882013303
fcf_yield__pct_sector,0.07377830701568495
pe_vs_5y_median__pct_sector,0.06225345245405822
earnings_yield__pct_universe,0.05750816048187267
pe_ratio__pct_universe,0.056200320128832124
ev_ebitda_vs_5y_median__pct_universe,0.0530780443232022
earnings_yield,0.04961925698221267
ps_ratio__pct_sector,0.047692520119612836
ev_to_ebitda,0.04610348244446912
ev_ebitda_vs_5y_median,0.04579056298289805
ev_to_ebitda__pct_universe,0.04341405559744569
earnings_yield__pct_sector,0.04255333715393081
ev_to_ebitda__pct_sector,0.03801630562550489
fcf_yield__pct_universe,0.03411401638730273
pe_vs_5y_median__pct_universe,0.033246587445577715
ev_ebitda_vs_5y_median__pct_sector,0.030128022794015673
pe_vs_5y_median,0.02568151955784575
pe_ratio,0.02568151947446612
ps_ratio,0.017666968931947826
pe_ratio__pct_sector,0.013384947488923734
ps_ratio__pct_universe,0.006221059846294043
pb_ratio,0.006204146769078228
fcf_yield,0.0029945611954409345
