,importance
momentum_score,0.5112436342687271
mom_minus_bear,0.11821937987797411
bear_score,0.05667613354483591
valuation_score,0.04755614415874092
sp500_momentum_3m,0.04383997531457309
fund_x_val,0.02842393193783728
fundamental_score,0.024624089898620055
yield_curve,0.021578759343092765
sp500_momentum_12m,0.021264240012524395
sector_Consumer Staples,0.020850136556491036
vix,0.015028171697592112
sector_Aerospace,0.014941272950032695
sector_Computer And Technology,0.014186453234661417
sector_Basic Materials,0.011098710949850463
sector_Finance,0.01053680028782007
sector_Medical,0.009139393687826526
sector_Consumer Discretionary,0.006852886801125567
sector_Transportation,0.0052087660941183625
sector_Oils-Energy,0.004274725021228721
sector_Business Services,0.0035184388419778477
sector_Auto-Tires-Trucks,0.0027387295173367516
sector_Retail-Wholesale,0.0025350625553656326
sector_Industrial Products,0.002300079101394625
sector_Conglomerates,0.0012640157904801998
sector_Construction,0.0011469504438251317
sector_Utilities,0.0007741391772772391
sector_Unknown,0.0001789789346700804
