,shap_importance
momentum_score,0.48354847153208697
vix,0.17632402257067334
mom_minus_bear,0.0854736509010224
fund_x_val,0.07210686704283902
yield_curve,0.062362539667009165
sector_Consumer Staples,0.030498376924659464
sector_Finance,0.024201104344088144
sp500_momentum_12m,0.023480387482416702
bear_score,0.017936486926674107
sector_Medical,0.017711939778382844
sp500_momentum_3m,0.01465967007163731
sector_Computer And Technology,0.012868274234170514
sector_Consumer Discretionary,0.011374269509737338
fundamental_score,0.010238532041025877
sector_Aerospace,0.009748304290224935
sector_Transportation,0.005686915734620312
sector_Retail-Wholesale,0.00539697751142888
valuation_score,0.004520359064262064
sector_Oils-Energy,0.0030733772971054335
sector_Business Services,0.002657996746152504
sector_Industrial Products,0.0023264535847765068
sector_Conglomerates,0.0022295943508114854
sector_Utilities,0.0020187559828782013
sector_Auto-Tires-Trucks,0.00129071304928697
sector_Basic Materials,0.0009094407201096538
sector_Construction,0.0005761378393770443
sector_Unknown,0.0
