,shap_importance
momentum_score,0.324398460785901
vix,0.17564038621963932
yield_curve,0.1519645547986642
fundamental_score,0.12106222363826738
mom_minus_bear,0.07427550183780988
bear_score,0.06616840924986209
sector_Basic Materials,0.040260956023469525
fund_x_val,0.03359781312983725
valuation_score,0.033517018303619917
sector_Consumer Discretionary,0.029106564321701507
sector_Computer And Technology,0.021568556153470118
sector_Finance,0.01612383327322421
sector_Retail-Wholesale,0.015824691961187368
sector_Transportation,0.012886214684917803
sector_Construction,0.012224988380404637
sp500_momentum_12m,0.012027530731747789
sector_Aerospace,0.011191899445560198
sp500_momentum_3m,0.010187562734185638
sector_Utilities,0.007947060679212685
sector_Oils-Energy,0.007545739574617093
sector_Consumer Staples,0.0057582456405354705
sector_Medical,0.004052003737153597
sector_Business Services,0.0027313009905659447
sector_Conglomerates,0.0010492806022101234
sector_Industrial Products,0.00029785685292180956
sector_Auto-Tires-Trucks,0.0
sector_Unknown,0.0
