,importance
momentum_score,0.5397090972929215
mom_minus_bear,0.09148199608653117
bear_score,0.07177157600357566
valuation_score,0.05154534674811325
yield_curve,0.03013323560331421
fund_x_val,0.029051613598858193
sp500_momentum_3m,0.02503554700546536
sector_Aerospace,0.021128896756511657
sp500_momentum_12m,0.018527823473729402
vix,0.01752410943114324
fundamental_score,0.014917863175767777
sector_Consumer Staples,0.014805472984038542
sector_Computer And Technology,0.01299090346549002
sector_Transportation,0.0108138416825669
sector_Medical,0.008387907916529824
sector_Basic Materials,0.007719460320868541
sector_Finance,0.00759905282384992
sector_Consumer Discretionary,0.00614559693794341
sector_Business Services,0.005138733686498863
sector_Oils-Energy,0.004469224179360003
sector_Auto-Tires-Trucks,0.0028318504874441314
sector_Conglomerates,0.0022356174490021172
sector_Utilities,0.0021686067180710982
sector_Unknown,0.0014195892138193203
sector_Retail-Wholesale,0.0012429639619228286
sector_Industrial Products,0.000973800069337077
sector_Construction,0.00023027292732585993
