,shap_importance
momentum_score,0.3257981264366992
yield_curve,0.29793510398974854
valuation_score,0.1337073080589486
mom_minus_bear,0.0729857418098039
vix,0.05860205180000207
sector_Consumer Discretionary,0.037633409675317545
fundamental_score,0.02258713417854886
sp500_momentum_12m,0.018160558052488035
fund_x_val,0.0159282053147729
sector_Oils-Energy,0.01245427021407503
sector_Medical,0.009933246475223444
sp500_momentum_3m,0.009127652859641256
sector_Retail-Wholesale,0.006492735535935563
sector_Conglomerates,0.004823258364492413
bear_score,0.004088030917389358
sector_Transportation,0.003781626099447125
sector_Industrial Products,0.003699143422944362
sector_Aerospace,0.003543755290652297
sector_Finance,0.0033680901622026617
sector_Consumer Staples,0.001854295637742555
sector_Basic Materials,0.001684509041168348
sector_Business Services,0.0014130769264494164
sector_Computer And Technology,0.0013416145850579338
sector_Utilities,0.0009095181798961295
sector_Construction,0.0007825050483329983
sector_Auto-Tires-Trucks,0.000521576569164149
sector_Unknown,0.0
