,shap_importance
momentum_score,0.5120572968132491
yield_curve,0.28293158260236206
mom_minus_bear,0.11623589135969102
vix,0.08400271574569791
fund_x_val,0.06365521469304725
valuation_score,0.05112940363502393
sp500_momentum_12m,0.025312469677491678
bear_score,0.018122987526245957
sector_Computer And Technology,0.014981636947264298
sector_Aerospace,0.01296341833281279
sector_Consumer Discretionary,0.01057586244132518
fundamental_score,0.010515712248253801
sp500_momentum_3m,0.010452236847990199
sector_Transportation,0.009558642870403634
sector_Oils-Energy,0.008038721806144773
sector_Medical,0.006123075251088124
sector_Retail-Wholesale,0.004746518023323493
sector_Auto-Tires-Trucks,0.0036883180739957972
sector_Finance,0.0025017873217892937
sector_Conglomerates,0.0021056486154562752
sector_Business Services,0.0017034061328611192
sector_Basic Materials,0.0006928180140571014
sector_Consumer Staples,0.0006631069954428895
sector_Industrial Products,0.00032783251750005606
sector_Utilities,0.000271361912095109
sector_Construction,8.007325026474026e-05
sector_Unknown,0.0
