,shap_importance
momentum_score,0.3604919763517803
mom_minus_bear,0.2462747322333108
valuation_score,0.16051938619344008
sector_Computer And Technology,0.14073922217738624
bear_score,0.13846550609983582
sector_Consumer Staples,0.04666494776369359
vix,0.03605933047489891
yield_curve,0.035514114173476045
sector_Medical,0.026806790262053168
sp500_momentum_12m,0.020982898129345208
sector_Construction,0.020379630696364823
sp500_momentum_3m,0.020118526144928685
fundamental_score,0.01286422981617345
sector_Auto-Tires-Trucks,0.012457764512205594
sector_Consumer Discretionary,0.00935660540292554
fund_x_val,0.00895054018780271
sector_Utilities,0.008624921293815892
sector_Finance,0.0076381046593068614
sector_Aerospace,0.005700499706457929
sector_Business Services,0.005691687073487482
sector_Industrial Products,0.004290630780550869
sector_Conglomerates,0.003007543011613545
sector_Retail-Wholesale,0.0019639030789106193
sector_Basic Materials,0.0018541217406273355
sector_Oils-Energy,0.0009227537493294519
sector_Transportation,0.0
sector_Unknown,0.0
