,shap_importance
momentum_score,0.33555147448925626
vix,0.09601061165086365
mom_minus_bear,0.0840224695132076
fundamental_score,0.06731878395560048
sector_Computer And Technology,0.05855663584349249
yield_curve,0.03411847940025828
valuation_score,0.026571904606818443
sector_Consumer Staples,0.02096156813489944
fund_x_val,0.0194654032610392
sector_Medical,0.019063137804260246
sector_Consumer Discretionary,0.015991788104387745
sp500_momentum_3m,0.015672288456091744
sector_Aerospace,0.014053379532259234
sector_Finance,0.013598773623355534
bear_score,0.013336429944891377
sp500_momentum_12m,0.006445163580456607
sector_Transportation,0.005654460883685391
sector_Retail-Wholesale,0.005153303747965193
sector_Basic Materials,0.004327921168590601
sector_Oils-Energy,0.0038178637647089926
sector_Auto-Tires-Trucks,0.002639211665429873
sector_Business Services,0.0016958659252290361
sector_Construction,0.0015891978172249905
sector_Industrial Products,0.001139630725341321
sector_Utilities,0.0006019807391504846
sector_Conglomerates,0.00024175080404881542
sector_Unknown,5.960221512971581e-05
