,shap_importance
momentum_score,0.3808941367779686
valuation_score,0.13780225780664282
bear_score,0.11344574008472808
fundamental_score,0.1022893059313486
mom_minus_bear,0.09702321394839658
fund_x_val,0.07791840316197164
vix,0.059498835325720714
yield_curve,0.049941486345707095
sector_Consumer Discretionary,0.04722615892810053
sector_Computer And Technology,0.03580038520999875
sector_Oils-Energy,0.02375089257787039
sector_Aerospace,0.023366273715228612
sp500_momentum_12m,0.01650129416052723
sector_Utilities,0.00820968620022547
sector_Basic Materials,0.0073198095784636685
sector_Consumer Staples,0.003478842260451391
sector_Conglomerates,0.0018671537672969934
sector_Medical,0.0017490173693392955
sector_Industrial Products,0.0015517625398956247
sector_Transportation,0.001440147379410184
sector_Construction,0.0013360877403496684
sp500_momentum_3m,0.0007700312649573871
sector_Retail-Wholesale,0.0007554133797021257
sector_Business Services,0.0005537685380162592
sector_Auto-Tires-Trucks,0.0002800606535399109
sector_Finance,3.4196718518299033e-05
sector_Unknown,0.0
