,shap_importance
momentum_score,0.6322798403088845
bear_score,0.29746429859056667
mom_minus_bear,0.16969809392202656
yield_curve,0.06164264602416521
vix,0.04414865150410115
sector_Consumer Discretionary,0.041348183777826175
valuation_score,0.04027690382657988
sector_Computer And Technology,0.03372075475708218
fundamental_score,0.030937984235803396
sector_Basic Materials,0.026668431470808676
sector_Oils-Energy,0.02482488029597377
sp500_momentum_3m,0.016806164676056726
sector_Aerospace,0.0164464307452618
sector_Consumer Staples,0.01103783634526872
fund_x_val,0.009017983214970273
sector_Medical,0.006071991881530515
sp500_momentum_12m,0.002652150605272184
sector_Conglomerates,0.0021721766900385797
sector_Industrial Products,0.001521145749791886
sector_Auto-Tires-Trucks,0.0012045696020251163
sector_Finance,0.0007480145729206977
sector_Retail-Wholesale,0.00038739850977310806
sector_Utilities,0.00033886806536722263
sector_Construction,0.00026117212038582305
sector_Transportation,0.00013794941051072432
sector_Business Services,0.0001163050940837016
sector_Unknown,0.0
