,importance
momentum_score,0.514681308047819
mom_minus_bear,0.11204601850326915
valuation_score,0.06363215699337926
fund_x_val,0.05961696034474394
bear_score,0.057885489968657985
fundamental_score,0.031312530099664414
sp500_momentum_3m,0.030503698885397054
yield_curve,0.029503889740617982
sp500_momentum_12m,0.017205942678494547
sector_Aerospace,0.01656022777792614
vix,0.013598199285897762
sector_Consumer Staples,0.007421585056875504
sector_Consumer Discretionary,0.006218448291519121
sector_Basic Materials,0.00602115743614511
sector_Transportation,0.004808774039623997
sector_Medical,0.0047029895644900765
sector_Computer And Technology,0.0041530952191305036
sector_Business Services,0.00399737405213166
sector_Auto-Tires-Trucks,0.003414757765152779
sector_Oils-Energy,0.0033834872324233797
sector_Conglomerates,0.003287983184769242
sector_Industrial Products,0.001907023155953072
sector_Finance,0.0015455127252730794
sector_Retail-Wholesale,0.0012856260015675783
sector_Utilities,0.0007782601162338339
sector_Construction,0.000527503832843988
sector_Unknown,0.0
