,shap_importance
momentum_score,0.5349747909360497
mom_minus_bear,0.12880525014108243
fund_x_val,0.12762698897744026
sector_Computer And Technology,0.10209496499581155
sp500_momentum_3m,0.06422872714938016
vix,0.051095458986608236
bear_score,0.05021161198173652
yield_curve,0.04014407921496173
sp500_momentum_12m,0.02866484829559401
sector_Consumer Staples,0.025693193527124694
sector_Finance,0.01862051154529237
sector_Consumer Discretionary,0.014556422662616302
sector_Basic Materials,0.014376722424002189
valuation_score,0.012249681853894044
fundamental_score,0.010899724416684731
sector_Construction,0.01072662451690222
sector_Retail-Wholesale,0.008933487286484269
sector_Medical,0.007813360410734877
sector_Industrial Products,0.007773915575276878
sector_Aerospace,0.007672271179795817
sector_Utilities,0.007201678521476696
sector_Conglomerates,0.004606955070722498
sector_Transportation,0.0031334952495991643
sector_Business Services,0.0021409077526496688
sector_Auto-Tires-Trucks,0.0010988258088601038
sector_Oils-Energy,7.886670490175315e-05
sector_Unknown,0.0
