,shap_importance
momentum_score,0.27129111596715977
valuation_score,0.1776414999672503
yield_curve,0.15585688704967915
bear_score,0.14287575584381945
sector_Finance,0.09679689985497683
sector_Computer And Technology,0.06806837664390968
fund_x_val,0.06030771945490736
mom_minus_bear,0.050521808187965075
vix,0.04026004212300088
sector_Medical,0.037765775127943116
fundamental_score,0.030405745658810206
sector_Consumer Staples,0.025886032970881837
sp500_momentum_3m,0.022412934033356546
sector_Aerospace,0.021149170541032894
sector_Oils-Energy,0.013674336741583502
sp500_momentum_12m,0.008426348443846408
sector_Basic Materials,0.004260459346256472
sector_Consumer Discretionary,0.0039532349386371835
sector_Auto-Tires-Trucks,0.0024856363987592906
sector_Business Services,0.0023747052187715377
sector_Industrial Products,0.0018050411555217414
sector_Construction,0.0017761152389883974
sector_Conglomerates,0.0014838999492884641
sector_Transportation,0.00129893144001647
sector_Retail-Wholesale,0.0010565270566906945
sector_Utilities,9.36295969881917e-05
sector_Unknown,0.0
