,shap_importance
momentum_score,0.3200994244423914
yield_curve,0.1703580463523005
mom_minus_bear,0.09074944168687732
bear_score,0.08874377305905444
fundamental_score,0.05867841958488186
vix,0.03440881878206519
fund_x_val,0.03313579490851157
sp500_momentum_3m,0.03297425500222701
sp500_momentum_12m,0.02678551280119471
sector_Transportation,0.025523620607464433
sector_Retail-Wholesale,0.01332408190409434
valuation_score,0.011493548490865146
sector_Consumer Staples,0.0056063938442377954
sector_Medical,0.004652436121534117
sector_Aerospace,0.003282740052871022
sector_Computer And Technology,0.0028302597578092666
sector_Oils-Energy,0.00279307128165471
sector_Business Services,0.0017300008640648362
sector_Basic Materials,0.0015288484445738792
sector_Auto-Tires-Trucks,0.001465328705443749
sector_Finance,0.0013067689711179298
sector_Conglomerates,0.001304758589362946
sector_Utilities,0.0006729637885310918
sector_Industrial Products,0.000521906619769333
sector_Consumer Discretionary,1.4353543931750518e-05
sector_Construction,0.0
