,importance
momentum_score,0.4503359293130936
mom_minus_bear,0.0879706553841998
bear_score,0.06818801552939568
fund_x_val,0.06754357791294918
valuation_score,0.05134031972039027
sp500_momentum_3m,0.046050143009047924
yield_curve,0.042666836736986916
vix,0.03361895945783573
sector_Aerospace,0.019116142517569865
fundamental_score,0.018954964722956887
sector_Consumer Staples,0.018667061541315588
sp500_momentum_12m,0.017503005155064866
sector_Computer And Technology,0.013798477523047357
sector_Finance,0.013298881413378661
sector_Medical,0.011312748023432762
sector_Basic Materials,0.010903126038180352
sector_Retail-Wholesale,0.009147586511299204
sector_Consumer Discretionary,0.005782254888568128
sector_Transportation,0.003584141965793506
sector_Conglomerates,0.003075374443491927
sector_Industrial Products,0.002654811303935761
sector_Construction,0.002158350924622518
sector_Utilities,0.001931185675823833
sector_Business Services,0.000397450287619631
sector_Auto-Tires-Trucks,0.0
sector_Oils-Energy,0.0
sector_Unknown,0.0
