,shap_importance
momentum_score,0.31770494609448474
vix,0.18640833451351363
fund_x_val,0.11716398575944265
bear_score,0.10537383918086382
sector_Finance,0.07372410168707147
mom_minus_bear,0.06176055557122531
sector_Computer And Technology,0.059152698503138555
sector_Consumer Staples,0.04268910134991004
valuation_score,0.038852259878742176
yield_curve,0.03811317281995427
fundamental_score,0.02976928030986131
sector_Aerospace,0.027440181807819083
sp500_momentum_12m,0.020395573253410123
sp500_momentum_3m,0.019843680586047848
sector_Retail-Wholesale,0.01759794607403213
sector_Medical,0.0035926738160548515
sector_Business Services,0.0032649934449524003
sector_Basic Materials,0.0028622311732795693
sector_Construction,0.0019360099414753662
sector_Transportation,0.0012321369292598566
sector_Auto-Tires-Trucks,0.0009792561300016325
sector_Utilities,0.0005971051184399498
sector_Consumer Discretionary,0.0004719447952456355
sector_Conglomerates,0.00024868487610507964
sector_Unknown,0.00018069799197175664
sector_Oils-Energy,0.00011593164790390898
sector_Industrial Products,6.371052876256131e-05
