,shap_importance
momentum_score,0.5670159886785968
yield_curve,0.19434155957949834
mom_minus_bear,0.12887576726004243
fund_x_val,0.11259205651667341
valuation_score,0.08255837162905749
sector_Computer And Technology,0.05890331777695952
fundamental_score,0.045246722627689334
sector_Medical,0.038823012714874525
sector_Aerospace,0.03555982155495833
bear_score,0.031011739625858202
sector_Oils-Energy,0.023934631101691344
vix,0.02221861239784482
sp500_momentum_12m,0.017512362830598528
sector_Consumer Staples,0.016481692865340875
sector_Consumer Discretionary,0.014499077621153789
sector_Basic Materials,0.007321590496925949
sector_Transportation,0.005117583805966159
sector_Conglomerates,0.002831604237450416
sector_Auto-Tires-Trucks,0.002782587870667395
sector_Construction,0.0023761196745893556
sector_Finance,0.002057367283479909
sector_Retail-Wholesale,0.0018558976225604995
sp500_momentum_3m,0.0006825793355221002
sector_Industrial Products,0.00037085678507006503
sector_Business Services,0.00023897526294625895
sector_Utilities,0.00021537338374520425
sector_Unknown,0.0
