,shap_importance
momentum_score,0.245114652142706
mom_minus_bear,0.15344010921670403
vix,0.15096013831183594
yield_curve,0.12081551817087002
bear_score,0.08442817527967632
sector_Computer And Technology,0.08030925998745275
sp500_momentum_3m,0.07925782807216256
valuation_score,0.06661283480650339
sector_Finance,0.05151171516053238
fund_x_val,0.050814114101822044
sector_Consumer Staples,0.04676450380794073
sp500_momentum_12m,0.04271441539418408
sector_Medical,0.033876882559312954
sector_Aerospace,0.016839630470132722
sector_Transportation,0.008660176907029811
fundamental_score,0.008618965950873428
sector_Oils-Energy,0.007260441859785052
sector_Retail-Wholesale,0.0028319038046181583
sector_Business Services,0.002222365414778213
sector_Consumer Discretionary,0.0018023490874318866
sector_Industrial Products,0.0015495716332649592
sector_Construction,0.0012587212646579802
sector_Utilities,0.0007842281861485112
sector_Auto-Tires-Trucks,0.0007197288774916679
sector_Basic Materials,4.513873133592891e-05
sector_Conglomerates,0.0
sector_Unknown,0.0
