,shap_importance
fundamental_score,0.34799289390540117
valuation_score,0.23386140339511513
vix,0.13119891021708205
momentum_score,0.1282023250509504
sp500_momentum_12m,0.11114039849104491
yield_curve,0.10959832579796652
sector_Computer And Technology,0.0930843491228752
fund_x_val,0.09238415895917644
mom_minus_bear,0.08138484132627123
sector_Medical,0.07827004704196695
bear_score,0.0732013255676499
sector_Consumer Staples,0.04077893981657333
sector_Aerospace,0.01428803263493607
sector_Finance,0.013117472792444462
sector_Business Services,0.008401122934393207
sector_Oils-Energy,0.00635924089235434
sp500_momentum_3m,0.006145989525554175
sector_Basic Materials,0.004317654750948176
sector_Utilities,0.004123600264967439
sector_Conglomerates,0.002913170001874862
sector_Industrial Products,0.0020821961145111754
sector_Retail-Wholesale,0.0020280391645233035
sector_Transportation,0.0016215125268493693
sector_Construction,0.0011373925997012165
sector_Auto-Tires-Trucks,0.0006601941695532983
sector_Consumer Discretionary,0.0006484198237381726
sector_Unknown,0.0005263780891647108
