,shap_importance
momentum_score,0.461895870807753
mom_minus_bear,0.3007058303780705
vix,0.13825283190732493
valuation_score,0.10623604651498152
sector_Finance,0.08104548167321317
sector_Computer And Technology,0.075277706132286
sp500_momentum_3m,0.07366765187410909
sp500_momentum_12m,0.06591650482692187
sector_Consumer Discretionary,0.028567306071636985
fund_x_val,0.02366634555834708
fundamental_score,0.023593925392498747
sector_Transportation,0.017252514777722147
sector_Aerospace,0.01445503021168503
sector_Business Services,0.013938424520829011
sector_Consumer Staples,0.012479335976848012
bear_score,0.010443254600346376
yield_curve,0.010178290693548295
sector_Retail-Wholesale,0.0069900579614593115
sector_Auto-Tires-Trucks,0.00532290103111034
sector_Industrial Products,0.0042734503624523665
sector_Oils-Energy,0.0037745584322396875
sector_Utilities,0.0029825367282514973
sector_Basic Materials,0.0010668130383376451
sector_Medical,0.0003925516593840043
sector_Construction,0.0002798753682109676
sector_Conglomerates,0.0
sector_Unknown,0.0
