,shap_importance
momentum_score,0.518599064435165
mom_minus_bear,0.12575163993317934
fund_x_val,0.10314296494947212
yield_curve,0.07266716617707898
bear_score,0.05381901737735105
vix,0.0522767446710486
sector_Computer And Technology,0.03675213329293491
sector_Consumer Discretionary,0.022945319616645414
sp500_momentum_3m,0.01968907459668527
sector_Finance,0.016594195212040128
valuation_score,0.015176685564316767
sector_Oils-Energy,0.013128380553561107
sp500_momentum_12m,0.011410446501392037
sector_Aerospace,0.008001657887810829
sector_Consumer Staples,0.007988508013002084
sector_Medical,0.006872667049782647
sector_Utilities,0.005636525334710086
sector_Auto-Tires-Trucks,0.0036985179202779234
sector_Basic Materials,0.003459618517248246
sector_Transportation,0.003192950633197207
fundamental_score,0.002770467785012912
sector_Business Services,0.002589742947217008
sector_Industrial Products,0.002126603123443454
sector_Construction,0.0016107348617688715
sector_Conglomerates,0.0014211303153022945
sector_Retail-Wholesale,0.0001524582833440021
sector_Unknown,0.0
