,shap_importance
vix,0.691496322815791
momentum_score,0.41876752305899595
mom_minus_bear,0.08007474174257752
sp500_momentum_12m,0.07597819063664833
yield_curve,0.06712040250173919
sector_Computer And Technology,0.05565708119164094
sector_Consumer Staples,0.04510632540666504
sp500_momentum_3m,0.04290983268665713
valuation_score,0.03554033738792621
fundamental_score,0.03046932487865832
sector_Finance,0.028855687213579277
fund_x_val,0.02768338243076559
sector_Medical,0.022004749229879272
bear_score,0.016379417786911283
sector_Basic Materials,0.009574284892599866
sector_Construction,0.006768107063245548
sector_Retail-Wholesale,0.006734627680188955
sector_Oils-Energy,0.006347782052740039
sector_Industrial Products,0.006057671949311549
sector_Aerospace,0.004343224062840168
sector_Transportation,0.003300590916869362
sector_Auto-Tires-Trucks,0.0024066760006872007
sector_Utilities,0.0019203088987791665
sector_Consumer Discretionary,0.0018529220073770223
sector_Conglomerates,0.0012547487321654318
sector_Business Services,0.0011653126861370343
sector_Unknown,0.0005163462043881948
