,shap_importance
vix,0.4588973638831938
momentum_score,0.36596354587541297
sector_Computer And Technology,0.10774731820686005
mom_minus_bear,0.10219647481347621
bear_score,0.0973875642256421
sector_Finance,0.048270395048602435
yield_curve,0.045049245900471435
sp500_momentum_3m,0.03504512794838607
sector_Consumer Staples,0.026809339329038107
valuation_score,0.025063262025379122
fundamental_score,0.020059203710040472
sector_Utilities,0.014609397341356517
fund_x_val,0.009669258327376232
sector_Aerospace,0.009027162033781507
sector_Transportation,0.008078206218238949
sp500_momentum_12m,0.0076559423928043565
sector_Auto-Tires-Trucks,0.00531273281604699
sector_Consumer Discretionary,0.005081652329209363
sector_Retail-Wholesale,0.004942812264690128
sector_Construction,0.004884277834933056
sector_Medical,0.00443410811839058
sector_Business Services,0.0029251895894085982
sector_Basic Materials,0.002891120200786888
sector_Conglomerates,0.0015738400358222293
sector_Industrial Products,0.0004142993219557882
sector_Oils-Energy,8.593223061330138e-05
sector_Unknown,0.0
