,importance
momentum_score,0.46375807675136616
mom_minus_bear,0.08697051528654227
fund_x_val,0.07397992647756439
valuation_score,0.06753185080909549
bear_score,0.06576770163222753
fundamental_score,0.04288156046810835
sp500_momentum_3m,0.04091046333786155
yield_curve,0.02520720156639659
sector_Consumer Staples,0.016636232933871835
sector_Consumer Discretionary,0.016357654343046094
sp500_momentum_12m,0.01577233165675235
sector_Oils-Energy,0.014298447858784114
vix,0.011055468257301762
sector_Medical,0.009847771073309466
sector_Conglomerates,0.009738526316478697
sector_Finance,0.008018149618017544
sector_Basic Materials,0.007302245779687672
sector_Aerospace,0.006807721020560363
sector_Transportation,0.004829390492539948
sector_Computer And Technology,0.002562755260407885
sector_Industrial Products,0.0021728914930707268
sector_Retail-Wholesale,0.0019538583526099917
sector_Business Services,0.0018373228618572329
sector_Auto-Tires-Trucks,0.001704428356579693
sector_Construction,0.0013628906749040446
sector_Utilities,0.0007346173210581648
sector_Unknown,0.0
