,shap_importance
momentum_score,0.40094493486322924
mom_minus_bear,0.17264966545428576
vix,0.15353828004118605
fundamental_score,0.06760416396448402
sector_Computer And Technology,0.062323662907284465
sector_Medical,0.060118783141106545
yield_curve,0.04810679685986634
sector_Consumer Staples,0.04041220631834794
fund_x_val,0.03749330665298459
sector_Finance,0.03701443395257104
valuation_score,0.03640062955855317
sp500_momentum_12m,0.02670995648306681
sp500_momentum_3m,0.02505600291512555
bear_score,0.023856701600250486
sector_Aerospace,0.013087722391128369
sector_Oils-Energy,0.0071820823098448575
sector_Basic Materials,0.004784903716325385
sector_Business Services,0.0035714791662934758
sector_Retail-Wholesale,0.0033885720170350997
sector_Transportation,0.002383524619931953
sector_Construction,0.0015133452619107326
sector_Industrial Products,0.0014721018384944357
sector_Auto-Tires-Trucks,0.0010717286422746311
sector_Utilities,0.0009936454658218035
sector_Consumer Discretionary,0.0004812898391951884
sector_Conglomerates,8.796340355089803e-05
sector_Unknown,0.0
