,shap_importance
mom_minus_bear,0.46193685725811456
momentum_score,0.3258966595564454
sector_Computer And Technology,0.1910817769668121
fund_x_val,0.14097170399217304
bear_score,0.13663071226954254
vix,0.11473228992672192
fundamental_score,0.05461244636609211
yield_curve,0.04277591667089941
sp500_momentum_12m,0.02084966107498383
sp500_momentum_3m,0.018942303574219638
valuation_score,0.018878023889498365
sector_Utilities,0.010980312235827756
sector_Industrial Products,0.010334171114517378
sector_Consumer Staples,0.008102289645710404
sector_Business Services,0.007946679435833543
sector_Transportation,0.004755592396587743
sector_Basic Materials,0.004696680480559139
sector_Medical,0.004135117998425382
sector_Consumer Discretionary,0.004095867971514223
sector_Retail-Wholesale,0.0036841201011493328
sector_Construction,0.0034699603978291783
sector_Finance,0.003094145312455296
sector_Auto-Tires-Trucks,0.0022124533914850437
sector_Oils-Energy,0.0015918725585975335
sector_Conglomerates,0.001025535875428497
sector_Aerospace,0.0004399864093593171
sector_Unknown,0.0
