,importance
momentum_score,0.46179306719226226
mom_minus_bear,0.1273561594416575
valuation_score,0.08664910329010707
bear_score,0.07066194162957311
fund_x_val,0.05274155251613844
sp500_momentum_3m,0.027611348628308535
sector_Oils-Energy,0.02543873207954059
fundamental_score,0.023002721127107016
yield_curve,0.020483064000153525
sp500_momentum_12m,0.01746327676991812
sector_Consumer Staples,0.017201069135319935
sector_Aerospace,0.013101558047775318
vix,0.011270874187312846
sector_Finance,0.00832496963953498
sector_Conglomerates,0.0063040031661467846
sector_Consumer Discretionary,0.005809072075747643
sector_Retail-Wholesale,0.005529673386654468
sector_Business Services,0.004957358081669159
sector_Basic Materials,0.002916095923254987
sector_Transportation,0.00227572197487096
sector_Industrial Products,0.00193231330632615
sector_Computer And Technology,0.0019251601920699294
sector_Utilities,0.0016414876101398632
sector_Construction,0.001595839982363521
sector_Medical,0.001219191233517086
sector_Auto-Tires-Trucks,0.0007946453825300133
sector_Unknown,0.0
