,importance
debt_equity,0.17841681708576138
current_ratio,0.17686517007978178
fcf_margin,0.15773602832183395
debt_to_ebitda,0.1448268397955248
insider_sell_ratio,0.12130156868925894
total_debt_yoy_growth,0.12101897908625003
interest_coverage,0.09983459694158928
